src,trg,w
8,408,1
8,419,1
8,473,1
8,489,6
8,522,4
8,525,1
8,530,1
8,545,1
8,576,1
8,668,1
8,672,1
8,682,1
8,772,1
8,830,1
8,842,1
8,854,1
8,899,1
8,922,7
8,932,2
8,976,3
8,1005,1
8,1021,1
8,1029,1
8,1059,1
8,1062,1
8,1101,1
8,1112,1
8,1126,1
8,1140,1
8,1150,1
8,1155,2
8,1227,1
8,1251,1
8,1254,1
8,1272,1
8,1505,1
8,1506,2
8,1571,1
8,1609,1
8,1620,1
8,1658,1
8,1677,1
8,1686,1
8,1712,1
8,1720,1
8,1765,1
8,1771,1
8,1856,1
8,1862,1
8,1865,1
8,1949,1
8,2128,1
8,2150,1
8,2156,1
8,2171,1
8,2254,1
8,2307,1
8,2326,1
8,2332,1
8,2400,1
8,2487,1
8,2513,1
8,2600,1
8,2625,1
8,3208,1
8,3237,1
8,3397,1
8,3598,1
8,3603,1
8,3616,1
8,3638,1
8,3668,1
8,3741,1
8,3748,1
8,3898,1
8,3983,1
8,4017,1
8,4025,1
8,4026,1
8,4125,1
8,4837,1
8,4948,1
8,4964,1
8,5169,1
8,5207,1
8,5342,1
8,5398,1
8,5461,1
8,5492,1
8,5534,1
8,5623,1
8,5632,1
8,5713,1
8,6311,1
8,6328,1
8,6356,1
8,6375,1
8,6383,1
8,6585,1
8,6884,1
8,7121,1
8,7158,2
8,7161,1
8,7838,1
8,7985,1
8,8487,1
8,8502,1
8,8561,1
8,8588,1
8,8613,1
8,8614,1
8,8637,1
8,8746,1
8,8863,1
8,8868,1
8,9004,1
8,9111,1
8,9124,1
8,9144,1
8,9916,1
8,9977,1
8,10008,1
8,10148,1
8,10188,1
8,10310,1
8,10459,1
8,10460,1
8,10483,1
8,10509,1
8,10542,1
8,10639,1
8,10656,1
8,10701,1
8,10706,1
8,10735,1
8,10767,1
8,10781,1
8,10886,1
8,10899,1
8,10900,1
8,11030,1
8,11165,1
8,11184,1
8,11189,1
8,11254,1
8,11255,1
8,11335,1
8,11389,1
8,11562,1
8,11821,1
8,11829,1
8,11893,1
8,12030,1
8,12475,1
8,12594,1
8,12749,1
8,12773,1
8,12812,1
8,12874,1
8,12890,1
8,12898,1
8,12899,1
8,12908,1
8,12920,1
8,12921,1
8,12924,2
8,12927,1
8,12930,4
8,12931,1
8,12932,1
8,12937,1
8,12938,1
8,12965,1
8,12970,1
8,12981,1
8,13002,1
8,13005,1
8,13026,2
8,13029,1
8,13054,1
8,13057,1
8,13063,3
8,13070,2
8,13076,1
8,13082,4
8,13085,1
8,13088,3
8,13092,1
8,13093,2
8,13106,1
8,13109,1
8,13110,2
8,13113,1
8,13116,1
8,13123,1
8,13130,1
8,13181,1
8,13190,1
8,13205,1
8,13216,1
8,13239,1
8,13241,1
8,13259,1
8,13262,1
8,13274,2
8,13275,1
8,13282,1
8,13290,1
8,13296,6
8,13297,1
8,13299,1
8,13306,4
8,13315,1
8,13321,1
8,13324,1
8,13361,1
8,13364,1
8,13367,1
8,13374,1
8,13380,1
8,13381,1
8,13456,1
8,13605,1
8,13615,1
8,13636,1
8,13642,1
8,13644,1
8,13645,2
8,13652,1
8,13654,1
8,13656,5
8,13657,1
8,13658,1
8,13660,1
8,13669,1
8,13670,1
8,13674,1
8,13677,1
8,13685,2
8,13689,1
8,13694,1
8,13699,1
8,13701,3
8,13705,2
8,13716,1
8,13722,1
8,13727,1
8,13748,2
8,13763,1
8,13766,1
8,13774,3
8,13780,3
8,13814,1
8,13820,1
8,13824,1
8,13837,1
8,13840,1
8,13847,1
8,13861,1
8,13863,1
8,13877,1
8,13951,1
8,14068,1
8,14240,1
8,14267,1
8,14418,1
8,14504,1
8,14625,1
8,14667,1
8,14743,1
8,14850,1
8,14860,1
8,15582,1
9,99,1
9,442,1
9,668,1
9,725,1
9,772,1
9,813,1
9,1005,1
9,2654,1
9,3208,1
9,3237,1
9,3397,1
9,6311,1
9,6375,1
9,6383,1
9,6585,1
9,6884,1
9,7121,1
9,7838,1
9,8613,1
9,11189,1
9,12787,1
9,13025,1
9,13284,1
9,13635,1
9,13657,1
10,25,1
10,165,1
10,246,1
10,273,2
10,287,1
10,329,1
10,351,1
10,374,1
10,410,1
10,456,1
10,458,1
10,519,1
10,566,1
10,623,1
10,642,1
10,651,1
10,655,1
10,696,1
10,770,2
10,772,1
10,820,1
10,979,1
10,1386,1
10,1464,1
10,1481,1
10,1500,1
10,1588,1
10,1780,1
10,1784,4
10,1796,1
10,1812,1
10,1831,1
10,1909,1
10,1968,1
10,2013,1
10,2028,1
10,2138,4
10,2158,1
10,2271,2
10,2308,1
10,2319,1
10,2332,1
10,2342,1
10,2358,1
10,2365,1
10,2395,1
10,2402,1
10,2407,2
10,2470,1
10,2489,2
10,2497,1
10,2510,1
10,2511,1
10,2543,1
10,2608,1
10,2625,2
10,2648,2
10,2651,1
10,2659,2
10,3358,1
10,3380,1
10,3395,1
10,3484,1
10,3603,1
10,3864,1
10,3906,1
10,4043,1
10,4051,1
10,4097,1
10,4110,1
10,4185,1
10,4280,1
10,4332,1
10,5221,1
10,5308,1
10,5416,1
10,5611,2
10,5824,1
10,5913,1
10,6035,1
10,6242,1
10,6321,1
10,6328,1
10,6382,1
10,6411,1
10,6483,1
10,6489,1
10,6565,1
10,6750,1
10,6776,1
10,7086,1
10,7334,1
10,7347,1
10,7363,1
10,7553,1
10,7866,1
10,8002,1
10,8008,1
10,8024,1
10,8049,1
10,8164,1
10,8235,1
10,8279,1
10,8441,1
10,8445,1
10,8494,1
10,8518,1
10,8525,1
10,8655,1
10,8731,1
10,8881,1
10,8885,1
10,9046,1
10,9439,1
10,9774,1
10,9785,1
10,9902,1
10,9923,1
10,9931,1
10,9932,1
10,10030,1
10,10289,1
10,10436,1
10,10459,1
10,10475,1
10,10483,1
10,10509,1
10,10814,1
10,11196,1
10,11202,1
10,11203,1
10,11229,1
10,11254,1
10,11413,1
10,11435,1
10,11486,1
10,13834,1
10,13904,1
10,13940,1
10,14163,1
10,14243,1
10,14649,1
10,14671,1
10,14757,1
10,14802,1
10,14942,1
10,15490,1
12,113,1
12,369,1
12,614,1
12,620,1
12,623,1
12,671,1
12,799,1
12,827,1
12,1683,1
12,1796,1
12,1869,1
12,1951,1
12,1998,1
12,2014,1
12,2049,1
12,2056,1
12,2313,1
12,2356,1
12,2588,1
12,2659,1
12,3622,1
12,3666,1
12,5409,1
12,6223,1
12,6889,1
12,7452,1
12,8648,1
12,9045,1
12,10483,1
12,10898,1
12,11178,1
12,12437,1
12,12803,1
12,13652,1
12,13657,1
12,13731,1
12,13845,1
12,14452,1
12,14496,1
12,14715,1
12,14841,1
12,15839,1
13,79,1
13,129,1
13,193,1
13,264,1
13,275,1
13,426,1
13,668,1
13,672,1
13,900,1
13,956,1
13,963,1
13,1029,2
13,1054,1
13,1116,1
13,1171,1
13,1184,2
13,1196,1
13,1251,1
13,1372,1
13,1448,1
13,1495,1
13,1648,1
13,2346,1
13,3948,1
13,3978,1
13,4026,1
13,4037,1
13,4073,1
13,4223,1
13,5430,1
13,5537,1
13,7935,1
13,8780,1
13,9143,1
13,10586,1
13,10610,1
13,10817,1
13,10887,1
13,11893,1
13,12892,2
13,12908,1
13,12919,2
13,12933,1
13,12950,1
13,12951,2
13,12964,1
13,13002,2
13,13025,1
13,13031,1
13,13034,1
13,13046,1
13,13048,3
13,13052,1
13,13056,2
13,13067,2
13,13093,1
13,13110,1
13,13114,1
13,13155,2
13,13160,1
13,13195,2
13,13205,1
13,13232,1
13,13266,1
13,13302,1
13,13361,1
13,13381,2
13,13653,1
13,13657,1
13,13662,2
13,13676,1
13,13678,2
13,13679,1
13,13689,2
13,13691,1
13,13699,1
13,13712,2
13,13718,1
13,13757,2
13,13768,1
13,13776,2
13,13780,1
13,13819,1
13,13828,1
13,13832,2
13,13843,2
13,13844,1
13,13859,1
13,13863,1
13,13869,1
13,14377,1
13,14654,1
13,14771,1
13,14782,1
13,15006,1
17,81,1
17,99,2
17,473,1
17,522,4
17,623,1
17,899,1
17,908,1
17,940,1
17,970,1
17,1081,1
17,1097,1
17,1101,1
17,1107,1
17,1112,2
17,1155,1
17,1167,1
17,1196,2
17,1372,2
17,1505,1
17,1520,1
17,1677,1
17,2186,1
17,2221,1
17,2468,1
17,2696,1
17,3035,1
17,3622,1
17,3649,1
17,3708,1
17,3740,1
17,4013,1
17,4056,1
17,4125,1
17,4230,1
17,4421,1
17,5278,1
17,5283,1
17,5323,1
17,5378,1
17,5401,1
17,5415,1
17,5625,1
17,5761,1
17,6432,1
17,8531,1
17,8598,1
17,8634,1
17,8675,1
17,8697,1
17,8723,1
17,9699,2
17,9915,1
17,10289,1
17,10423,1
17,10573,1
17,10611,2
17,10684,1
17,10711,1
17,11134,1
17,11225,1
17,11277,1
17,11370,1
17,11777,1
17,12134,1
17,12239,1
17,12308,1
17,12431,1
17,12443,1
17,12641,1
17,12768,1
17,12808,1
17,12917,1
17,12920,1
17,12921,1
17,12923,2
17,12930,1
17,12937,1
17,12946,1
17,12956,1
17,12961,1
17,12973,1
17,12976,1
17,12980,1
17,12982,1
17,12992,1
17,13019,1
17,13031,1
17,13053,1
17,13063,1
17,13070,3
17,13078,1
17,13082,1
17,13091,1
17,13116,1
17,13118,1
17,13146,1
17,13151,1
17,13160,1
17,13193,1
17,13199,1
17,13233,1
17,13279,1
17,13284,1
17,13289,1
17,13296,3
17,13299,1
17,13305,1
17,13339,1
17,13644,1
17,13645,2
17,13654,1
17,13656,1
17,13657,3
17,13670,2
17,13677,1
17,13682,1
17,13691,1
17,13699,1
17,13714,1
17,13732,1
17,13768,1
17,13769,1
17,13785,1
17,13835,1
17,13837,1
17,13843,1
17,13859,1
17,13874,1
17,13877,1
17,14077,1
17,14207,1
17,14382,1
17,14421,1
17,14976,1
18,79,1
18,116,1
18,173,1
18,672,1
18,1050,1
18,1123,1
18,1177,1
18,1184,3
18,1583,1
18,1672,1
18,1690,1
18,2259,1
18,3237,1
18,3290,1
18,3708,1
18,3713,1
18,5190,1
18,5461,1
18,6514,1
18,8765,1
18,9357,1
18,10157,1
18,11370,1
18,11535,1
18,12916,1
18,12951,1
18,12963,1
18,12964,2
18,12969,1
18,13039,1
18,13056,5
18,13107,1
18,13109,1
18,13115,1
18,13155,1
18,13291,1
18,13301,1
18,13332,1
18,13335,1
18,13354,1
18,13381,2
18,13675,1
18,13679,1
18,13680,3
18,13718,1
18,13723,1
18,13727,1
18,13813,1
18,13819,1
18,13832,2
18,13861,1
20,100,1
20,108,1
20,116,1
20,384,1
20,673,1
20,675,1
20,697,1
20,1257,1
20,1506,1
20,1746,1
20,3528,1
20,5614,1
20,10216,1
20,10305,1
20,10557,1
20,10614,1
20,10706,1
20,10812,1
20,12916,1
20,12919,1
20,12977,1
20,13017,1
20,13034,2
20,13056,1
20,13071,1
20,13093,2
20,13116,1
20,13133,1
20,13330,1
20,13370,1
20,13642,1
20,13653,1
20,13706,2
20,13754,1
20,13769,1
20,13821,1
20,13825,1
20,13828,1
20,13832,1
20,13843,1
20,13857,1
20,14643,1
21,300,1
21,672,3
21,906,1
21,988,1
21,1020,1
21,1639,1
21,3976,1
21,7935,1
21,10040,1
21,10202,1
21,10414,1
21,11134,1
21,12967,1
21,13013,1
21,13026,1
21,13044,1
21,13048,2
21,13052,1
21,13063,1
21,13070,1
21,13090,1
21,13124,1
21,13292,1
21,13358,1
21,13373,1
21,13642,2
21,13652,1
21,13656,1
21,13657,1
21,13662,1
21,13664,1
21,13685,1
21,13707,1
21,13752,1
21,13774,1
21,13784,1
21,13813,1
21,13815,1
21,13859,1
21,13865,1
22,289,1
22,1613,1
22,3351,2
22,3587,1
22,6326,2
22,6486,2
22,6503,1
22,7494,1
22,7542,1
22,7546,1
23,1029,1
23,1116,1
23,1235,2
23,1465,1
23,1649,1
23,12959,3
23,13013,1
23,14790,1
25,44,8
25,50,1
25,51,2
25,76,1
25,84,1
25,110,2
25,112,1
25,116,1
25,132,1
25,142,1
25,162,1
25,175,1
25,184,2
25,190,5
25,225,1
25,227,6
25,238,1
25,242,1
25,247,1
25,255,2
25,287,2
25,288,2
25,305,1
25,306,1
25,310,2
25,323,1
25,326,1
25,329,4
25,347,1
25,352,1
25,367,4
25,373,1
25,374,6
25,375,1
25,377,2
25,380,1
25,383,1
25,384,1
25,385,2
25,386,1
25,404,1
25,408,3
25,410,1
25,411,1
25,413,3
25,420,1
25,425,1
25,427,2
25,428,2
25,432,1
25,456,3
25,458,1
25,469,1
25,477,1
25,478,1
25,479,3
25,482,1
25,483,1
25,484,1
25,514,1
25,517,1
25,538,1
25,543,2
25,550,1
25,551,1
25,556,1
25,558,1
25,566,2
25,573,1
25,578,2
25,586,1
25,591,2
25,592,1
25,598,1
25,601,1
25,605,7
25,614,1
25,619,1
25,623,7
25,626,2
25,629,2
25,634,5
25,636,1
25,645,5
25,651,1
25,652,1
25,655,2
25,676,1
25,680,2
25,682,1
25,686,1
25,690,1
25,694,2
25,696,1
25,697,1
25,700,3
25,714,1
25,724,1
25,727,2
25,732,1
25,733,1
25,741,1
25,743,1
25,747,1
25,761,2
25,769,1
25,770,3
25,771,1
25,772,5
25,779,1
25,781,1
25,783,1
25,788,3
25,790,1
25,792,1
25,804,1
25,806,2
25,809,1
25,811,1
25,814,1
25,816,1
25,818,1
25,819,3
25,836,2
25,882,2
25,960,1
25,963,5
25,976,1
25,992,1
25,994,2
25,1002,3
25,1020,1
25,1022,1
25,1027,1
25,1070,1
25,1140,2
25,1148,1
25,1167,1
25,1298,1
25,1302,2
25,1322,1
25,1332,1
25,1339,1
25,1352,1
25,1367,7
25,1378,1
25,1380,1
25,1382,1
25,1386,1
25,1396,3
25,1397,1
25,1402,3
25,1405,1
25,1407,4
25,1411,2
25,1431,1
25,1435,3
25,1446,2
25,1454,3
25,1468,1
25,1481,1
25,1483,2
25,1497,1
25,1500,2
25,1502,2
25,1510,1
25,1517,1
25,1520,1
25,1538,1
25,1544,1
25,1547,1
25,1570,1
25,1575,1
25,1588,3
25,1598,2
25,1614,2
25,1615,1
25,1625,1
25,1640,1
25,1641,1
25,1644,1
25,1653,2
25,1655,2
25,1656,1
25,1668,1
25,1669,1
25,1670,4
25,1683,3
25,1692,3
25,1700,1
25,1711,1
25,1715,6
25,1725,1
25,1730,1
25,1731,1
25,1733,1
25,1736,2
25,1750,3
25,1752,2
25,1758,1
25,1760,1
25,1765,1
25,1771,2
25,1777,2
25,1786,1
25,1788,13
25,1789,2
25,1792,1
25,1796,1
25,1797,1
25,1798,3
25,1799,2
25,1811,1
25,1814,1
25,1819,1
25,1829,2
25,1842,3
25,1850,1
25,1852,1
25,1856,1
25,1859,1
25,1863,1
25,1865,2
25,1869,1
25,1874,1
25,1878,1
25,1883,1
25,1885,2
25,1886,7
25,1894,1
25,1897,1
25,1899,1
25,1902,3
25,1909,4
25,1910,1
25,1915,1
25,1920,1
25,1923,3
25,1924,3
25,1932,1
25,1938,1
25,1940,3
25,1945,2
25,1948,1
25,1954,2
25,1956,1
25,1958,2
25,1960,3
25,1964,1
25,1967,13
25,1968,2
25,1969,2
25,1978,1
25,1998,3
25,2001,1
25,2002,1
25,2013,1
25,2014,1
25,2017,1
25,2019,3
25,2028,2
25,2033,5
25,2036,2
25,2040,3
25,2042,1
25,2044,1
25,2049,1
25,2051,3
25,2056,9
25,2064,1
25,2070,1
25,2077,2
25,2084,3
25,2088,1
25,2091,1
25,2098,1
25,2100,2
25,2101,1
25,2102,2
25,2116,1
25,2126,4
25,2127,1
25,2128,3
25,2136,1
25,2137,2
25,2144,1
25,2146,4
25,2147,5
25,2151,1
25,2153,2
25,2171,2
25,2174,1
25,2180,1
25,2181,1
25,2182,1
25,2191,3
25,2197,1
25,2213,1
25,2219,1
25,2221,2
25,2227,1
25,2228,2
25,2234,1
25,2258,3
25,2259,3
25,2271,2
25,2276,1
25,2280,1
25,2284,1
25,2286,1
25,2295,1
25,2304,2
25,2305,1
25,2307,1
25,2323,2
25,2327,2
25,2331,1
25,2333,1
25,2340,1
25,2342,1
25,2346,1
25,2348,1
25,2360,1
25,2370,1
25,2380,3
25,2387,1
25,2393,1
25,2395,5
25,2398,1
25,2402,2
25,2403,1
25,2404,1
25,2409,1
25,2411,2
25,2412,2
25,2414,1
25,2430,1
25,2450,1
25,2451,1
25,2453,3
25,2457,2
25,2468,2
25,2470,1
25,2479,1
25,2483,1
25,2484,1
25,2487,2
25,2491,4
25,2495,1
25,2498,1
25,2500,1
25,2501,2
25,2502,2
25,2504,1
25,2505,2
25,2510,1
25,2514,3
25,2539,2
25,2540,2
25,2541,1
25,2552,1
25,2565,1
25,2574,1
25,2575,1
25,2576,1
25,2577,1
25,2583,1
25,2588,1
25,2593,1
25,2605,1
25,2621,1
25,2632,1
25,2650,1
25,2652,1
25,2653,7
25,2657,2
25,2663,1
25,2694,1
25,2696,1
25,2708,3
25,2732,1
25,2738,4
25,2749,1
25,2754,2
25,2778,1
25,2785,2
25,2793,1
25,2804,1
25,2832,1
25,2882,1
25,2903,1
25,2905,1
25,2923,1
25,2925,2
25,2927,1
25,2930,2
25,2934,1
25,2936,1
25,2940,1
25,2943,2
25,2947,1
25,2960,1
25,2964,1
25,2976,1
25,2982,1
25,2998,1
25,3001,1
25,3008,1
25,3011,1
25,3016,1
25,3020,2
25,3022,1
25,3033,1
25,3035,1
25,3038,1
25,3053,1
25,3062,1
25,3065,1
25,3066,1
25,3082,1
25,3088,1
25,3120,1
25,3125,1
25,3131,1
25,3146,2
25,3147,1
25,3150,1
25,3153,4
25,3162,6
25,3176,2
25,3181,1
25,3187,1
25,3196,3
25,3208,2
25,3217,1
25,3220,1
25,3237,8
25,3239,8
25,3248,9
25,3266,1
25,3269,1
25,3276,1
25,3281,6
25,3286,3
25,3299,3
25,3300,2
25,3306,1
25,3311,3
25,3313,1
25,3315,4
25,3319,2
25,3356,6
25,3379,1
25,3391,1
25,3393,2
25,3397,2
25,3398,1
25,3399,1
25,3401,1
25,3481,1
25,3484,2
25,3485,1
25,3486,1
25,3508,1
25,3516,1
25,3528,2
25,3529,1
25,3533,1
25,3540,2
25,3548,1
25,3562,5
25,3567,1
25,3582,4
25,3586,1
25,3593,1
25,3603,7
25,3605,2
25,3625,1
25,3626,1
25,3628,1
25,3629,1
25,3654,1
25,3668,1
25,3682,1
25,3697,1
25,3698,1
25,3706,1
25,3708,1
25,3713,1
25,3752,1
25,3894,1
25,3904,1
25,3910,1
25,3916,2
25,3924,1
25,3925,1
25,3933,1
25,3944,1
25,3976,1
25,3978,1
25,3989,1
25,4012,1
25,4030,1
25,4040,1
25,4045,1
25,4057,2
25,4063,1
25,4067,1
25,4074,1
25,4116,2
25,4125,1
25,4131,1
25,4133,1
25,4268,1
25,4336,1
25,4343,1
25,4368,1
25,4574,1
25,5092,1
25,5093,1
25,5190,2
25,5219,1
25,5283,1
25,5308,1
25,5317,1
25,5324,1
25,5380,1
25,5387,1
25,5389,1
25,5412,2
25,5415,1
25,5458,1
25,5464,1
25,5504,1
25,5505,1
25,5676,1
25,5683,1
25,5781,1
25,5787,1
25,5793,1
25,5809,1
25,5810,1
25,5825,2
25,5839,1
25,5877,1
25,5881,1
25,5895,1
25,5898,1
25,5923,1
25,5944,1
25,5959,1
25,5970,1
25,5985,1
25,6006,1
25,6028,1
25,6035,7
25,6046,1
25,6066,2
25,6073,1
25,6096,1
25,6139,4
25,6159,1
25,6160,1
25,6169,1
25,6208,1
25,6216,1
25,6219,1
25,6228,3
25,6242,5
25,6251,2
25,6264,1
25,6267,1
25,6314,1
25,6328,5
25,6338,1
25,6342,1
25,6352,1
25,6353,1
25,6356,1
25,6357,1
25,6383,1
25,6398,1
25,6399,2
25,6403,1
25,6406,1
25,6435,1
25,6438,2
25,6439,2
25,6449,2
25,6466,1
25,6483,3
25,6513,1
25,6514,4
25,6525,4
25,6529,1
25,6541,1
25,6552,3
25,6556,1
25,6565,4
25,6567,1
25,6574,1
25,6581,9
25,6582,1
25,6603,1
25,6607,1
25,6612,3
25,6619,1
25,6624,1
25,6633,1
25,6641,1
25,6653,9
25,6665,1
25,6672,3
25,6694,2
25,6696,1
25,6730,3
25,6734,1
25,6747,1
25,6750,1
25,6759,1
25,6761,1
25,6766,2
25,6776,1
25,6782,1
25,6786,2
25,6787,1
25,6790,1
25,6818,1
25,6825,1
25,6835,1
25,6845,1
25,6852,1
25,6865,1
25,6880,3
25,6889,4
25,6918,1
25,6924,1
25,6961,1
25,6984,4
25,6999,1
25,7066,1
25,7084,1
25,7086,1
25,7136,1
25,7149,1
25,7169,1
25,7195,1
25,7216,1
25,7267,1
25,7283,1
25,7313,2
25,7332,2
25,7335,1
25,7348,1
25,7366,1
25,7372,1
25,7373,2
25,7378,1
25,7381,1
25,7382,1
25,7425,1
25,7426,1
25,7448,2
25,7466,1
25,7499,1
25,7522,1
25,7528,1
25,7544,2
25,7565,1
25,7571,1
25,7580,1
25,7582,1
25,7594,1
25,7608,1
25,7622,1
25,7640,15
25,7653,2
25,7734,1
25,7815,1
25,7834,1
25,7866,1
25,7904,1
25,7909,1
25,8062,1
25,8099,1
25,8114,1
25,8139,1
25,8281,1
25,8355,1
25,8357,1
25,8405,1
25,8439,1
25,8451,1
25,8454,1
25,8466,1
25,8480,1
25,8482,1
25,8489,1
25,8505,1
25,8533,1
25,8562,1
25,8578,1
25,8591,1
25,8593,1
25,8616,1
25,8633,1
25,8644,1
25,8645,1
25,8677,1
25,8738,1
25,8752,1
25,8759,1
25,8780,1
25,8810,1
25,8928,2
25,8939,1
25,8941,1
25,8942,2
25,8944,1
25,8947,3
25,8950,2
25,8951,2
25,8952,2
25,8954,2
25,8956,4
25,8959,1
25,8960,1
25,8961,4
25,8962,1
25,8964,1
25,8965,6
25,8966,1
25,8968,1
25,8971,1
25,8972,1
25,8977,2
25,8979,1
25,8982,1
25,8983,3
25,8987,2
25,8988,1
25,8989,3
25,8991,4
25,8993,1
25,8997,1
25,9001,7
25,9004,1
25,9006,2
25,9009,1
25,9019,1
25,9020,2
25,9021,1
25,9027,2
25,9030,1
25,9033,1
25,9034,4
25,9035,2
25,9038,2
25,9044,1
25,9045,2
25,9046,2
25,9048,2
25,9049,8
25,9061,1
25,9111,2
25,9112,3
25,9115,3
25,9117,2
25,9118,1
25,9120,6
25,9121,2
25,9122,2
25,9124,4
25,9127,3
25,9130,4
25,9131,3
25,9134,1
25,9136,3
25,9141,1
25,9143,2
25,9144,2
25,9147,6
25,9148,2
25,9149,4
25,9150,6
25,9153,3
25,9156,3
25,9158,1
25,9159,2
25,9160,2
25,9162,1
25,9167,1
25,9168,2
25,9169,1
25,9192,3
25,9203,3
25,9234,1
25,9241,3
25,9261,1
25,9291,1
25,9301,1
25,9306,1
25,9311,1
25,9316,4
25,9318,1
25,9324,1
25,9335,1
25,9342,3
25,9345,1
25,9346,3
25,9348,1
25,9355,9
25,9358,2
25,9377,1
25,9382,1
25,9387,1
25,9390,2
25,9392,2
25,9396,2
25,9405,3
25,9412,1
25,9439,2
25,9453,1
25,9564,1
25,9658,1
25,9699,1
25,9737,1
25,9787,2
25,9921,1
25,9924,2
25,9937,1
25,9942,1
25,9954,1
25,9973,1
25,9982,1
25,9993,1
25,10008,2
25,10015,1
25,10020,1
25,10025,1
25,10044,1
25,10058,1
25,10065,1
25,10075,1
25,10080,2
25,10081,1
25,10088,1
25,10095,2
25,10121,1
25,10128,2
25,10202,1
25,10216,1
25,10218,1
25,10231,1
25,10252,2
25,10271,1
25,10289,1
25,10293,1
25,10298,1
25,10313,1
25,10349,1
25,10353,1
25,10382,1
25,10409,1
25,10410,1
25,10418,1
25,10424,1
25,10427,1
25,10429,1
25,10435,1
25,10436,2
25,10443,2
25,10454,1
25,10455,1
25,10458,2
25,10459,2
25,10460,1
25,10462,2
25,10466,1
25,10480,1
25,10483,1
25,10486,1
25,10509,2
25,10518,1
25,10520,2
25,10529,1
25,10535,1
25,10542,1
25,10545,1
25,10558,3
25,10563,1
25,10564,3
25,10570,1
25,10572,1
25,10598,1
25,10605,1
25,10609,1
25,10611,1
25,10612,1
25,10613,1
25,10616,1
25,10621,1
25,10626,1
25,10627,1
25,10634,1
25,10639,1
25,10646,1
25,10647,1
25,10663,1
25,10673,2
25,10693,1
25,10705,1
25,10706,1
25,10717,1
25,10738,1
25,10748,1
25,10751,1
25,10760,1
25,10767,1
25,10772,2
25,10775,1
25,10780,1
25,10782,1
25,10783,1
25,10788,1
25,10792,1
25,10798,1
25,10809,1
25,10812,1
25,10829,1
25,10833,1
25,10842,1
25,10844,1
25,10850,1
25,10861,1
25,10874,1
25,10883,2
25,10894,1
25,10900,1
25,10903,2
25,10963,1
25,11066,1
25,11118,1
25,11175,1
25,11178,3
25,11189,1
25,11198,3
25,11229,1
25,11237,1
25,11247,1
25,11304,1
25,11314,1
25,11356,2
25,11366,1
25,11373,1
25,11392,2
25,11397,1
25,11443,1
25,11486,1
25,11515,1
25,11555,1
25,11592,1
25,11621,1
25,11712,1
25,11736,1
