srg,trg,w
778,4609,1
778,13013,1
778,14580,1
778,14858,1
779,2287,1
779,2352,1
779,2386,1
779,2495,1
779,2547,1
779,2681,1
779,2993,1
779,3000,1
779,3106,1
779,5060,1
779,9363,1
779,9379,1
779,10500,1
779,10637,1
779,13942,1
779,14241,1
779,14250,1
779,14382,1
779,14397,1
779,15561,1
780,1746,1
780,1796,1
780,1828,1
780,1912,1
780,2053,1
780,2995,1
780,7383,1
780,10071,1
780,14095,1
781,1869,1
781,3722,1
781,3946,1
781,4297,1
781,7127,1
781,14298,1
781,14469,1
781,14664,1
781,14688,1
781,15758,1
782,1446,1
782,1625,1
782,1633,1
782,1853,1
782,1995,1
782,2155,1
782,2202,1
782,2243,1
782,2433,1
782,2453,1
782,2568,1
782,2598,2
782,2678,1
782,2910,1
782,2999,1
782,3011,1
782,3086,1
782,3113,1
782,3176,1
782,3202,1
782,3528,1
782,3539,1
782,3660,1
782,3721,1
782,4031,1
782,4096,1
782,6231,1
782,7902,1
782,8812,1
782,8960,1
782,8970,1
782,9120,1
782,9133,1
782,9203,1
782,9334,1
782,9932,1
782,10189,1
782,10353,1
782,10439,1
782,10511,1
782,10513,1
782,10566,1
782,10567,1
782,11638,1
782,14381,1
782,14415,1
782,14798,1
782,14847,1
782,15247,1
782,15663,1
783,1519,1
783,2771,1
783,2979,1
783,3011,1
783,3378,1
783,3660,1
783,7966,1
783,8220,1
783,8479,1
783,8685,1
783,8837,1
783,9040,1
783,10073,1
783,10261,1
783,10286,1
783,10597,1
783,10786,1
783,10850,1
783,10855,1
783,11278,1
783,11357,1
783,11413,1
783,13923,1
783,14486,1
783,14583,1
783,14587,1
783,14645,1
783,14737,1
783,14785,1
783,14806,1
783,14857,1
784,2742,1
784,3569,1
784,4057,1
784,8889,1
787,1759,1
787,2304,1
787,5860,1
787,9158,1
787,11260,1
788,2044,1
788,2681,1
788,2702,1
788,2711,1
788,2754,1
788,2860,1
788,2915,1
788,2977,1
788,3438,1
788,3545,1
788,4351,1
788,4525,1
788,4660,1
788,7146,1
788,7152,1
788,7186,1
788,10536,1
789,1197,1
789,1296,1
789,1531,1
789,1616,1
789,1744,1
789,1753,1
789,1756,1
789,1763,1
789,1765,1
789,1766,1
789,1776,1
789,1780,2
789,1796,1
789,1801,1
789,1805,1
789,1828,1
789,1842,1
789,1848,1
789,1849,1
789,1850,1
789,1851,1
789,1857,2
789,1868,1
789,1899,1
789,1908,1
789,1933,1
789,1942,1
789,1944,1
789,1947,1
789,1961,1
789,1970,3
789,1979,1
789,1987,2
789,2009,2
789,2013,1
789,2051,2
789,2089,1
789,2109,1
789,2115,1
789,2118,1
789,2148,1
789,2152,1
789,2154,1
789,2164,3
789,2189,1
789,2195,1
789,2201,2
789,2218,1
789,2229,1
789,2233,1
789,2235,1
789,2253,1
789,2262,1
789,2273,1
789,2278,1
789,2285,5
789,2304,1
789,2312,1
789,2315,1
789,2317,1
789,2332,1
789,2344,1
789,2350,1
789,2355,1
789,2357,1
789,2358,1
789,2364,1
789,2366,1
789,2368,1
789,2378,1
789,2387,1
789,2390,1
789,2397,1
789,2401,1
789,2412,1
789,2417,1
789,2419,1
789,2427,1
789,2438,1
789,2445,1
789,2463,1
789,2466,2
789,2468,1
789,2481,1
789,2504,1
789,2507,2
789,2510,1
789,2522,1
789,2525,1
789,2534,2
789,2537,1
789,2554,1
789,2555,1
789,2561,2
789,2564,1
789,2566,1
789,2569,1
789,2573,1
789,2592,2
789,2628,1
789,2635,1
789,2640,1
789,2647,1
789,2656,1
789,2658,1
789,3034,1
789,3069,2
789,3194,1
789,3215,3
789,3216,1
789,3277,2
789,3280,1
789,3309,1
789,3351,1
789,3584,1
789,3674,1
789,3686,1
789,3727,1
789,3970,1
789,4029,1
789,4087,1
789,4158,1
789,5401,1
789,5786,1
789,5927,1
789,6372,1
789,6400,2
789,6567,1
789,6615,1
789,6680,1
789,7079,1
789,7335,1
789,7390,1
789,8992,1
789,9143,1
789,9159,1
789,9932,1
789,10073,1
789,10182,1
789,10200,1
789,10334,1
789,10641,1
789,10789,1
789,10852,1
789,11014,1
789,11324,1
789,11393,1
789,11424,1
789,12635,1
789,13783,1
789,14070,1
789,14421,1
789,14729,1
789,14818,1
791,1724,1
791,2098,1
791,2706,1
791,2772,1
791,2885,1
791,2891,1
791,2893,1
791,2945,1
791,2985,1
791,2999,1
791,3019,1
791,3385,1
791,3644,1
791,3655,1
791,3931,1
791,4184,1
791,4302,1
791,4389,1
791,4646,1
791,4672,1
791,7157,1
791,7162,1
791,7175,1
791,7440,1
791,8109,1
791,8628,1
791,8879,1
791,8915,1
791,8932,1
791,8992,1
791,9042,1
791,9131,1
791,9150,1
791,9179,1
791,9313,1
791,9334,1
791,10252,1
791,10315,1
791,10492,1
791,10550,1
791,10619,1
791,10788,1
791,11262,1
791,11413,1
791,11568,1
791,11618,1
791,12501,1
791,13056,1
791,13723,1
791,13760,1
791,13784,1
791,13874,1
791,14397,1
791,14450,1
791,14485,1
791,14493,1
791,14576,1
791,14771,2
791,14838,1
791,14839,1
791,14867,1
791,14869,1
791,14928,1
792,1740,1
792,1930,1
792,2011,1
792,2243,1
792,2310,1
792,2353,1
792,2402,1
792,2412,1
792,2419,1
792,2421,1
792,2603,1
792,2656,1
792,2663,1
792,3100,1
792,3202,1
792,3689,1
792,4060,1
792,4155,1
792,4804,1
792,5379,1
792,5387,1
792,5430,1
792,5507,1
792,6033,1
792,6974,1
792,7140,1
792,7158,1
792,7839,1
792,8484,1
792,8668,1
792,10134,1
792,10452,1
792,10480,1
792,10574,1
792,10586,1
792,10597,1
792,10603,1
792,11449,1
792,12621,1
792,12745,1
792,14263,1
792,14382,1
792,14736,1
793,1870,1
793,2658,1
793,2893,1
793,2935,1
793,2989,1
793,3021,1
793,3531,1
793,3684,1
793,3741,1
793,6007,1
793,8795,1
793,10076,1
793,10344,1
793,10358,1
793,10441,1
793,10576,1
793,10862,1
793,10988,1
793,11198,1
793,11617,1
793,12256,1
793,13656,1
793,14105,1
793,14411,1
793,14454,1
793,14723,1
793,14749,1
793,14778,1
794,2057,1
794,2976,1
794,3027,1
794,3273,1
794,5474,1
794,11178,1
794,11198,1
794,14043,1
794,14397,1
794,14410,1
794,14416,1
794,14470,1
794,14484,1
794,14755,1
794,14773,1
794,14857,1
794,15393,1
795,1240,1
795,1925,1
795,2155,1
795,2238,1
795,2300,1
795,2487,1
795,2628,1
795,8992,1
795,10637,1
795,10645,1
795,10767,1
795,12398,1
795,12577,1
796,1780,1
796,1783,1
796,1878,1
796,2152,1
796,2165,1
796,2200,1
796,2472,1
796,3280,1
796,10390,1
797,2418,1
797,3666,1
797,3728,1
799,8959,1
799,9001,1
799,12498,1
800,1407,1
800,1474,1
800,1699,1
800,1736,1
800,1752,1
800,1771,1
800,1814,2
800,1817,1
800,1826,1
800,1836,1
800,1838,1
800,1923,1
800,1929,1
800,2011,1
800,2039,1
800,2119,1
800,2136,1
800,2173,1
800,2191,1
800,2221,1
800,2238,1
800,2273,1
800,2352,1
800,2357,1
800,2377,1
800,2395,1
800,2436,1
800,2488,2
800,2505,1
800,2539,1
800,2622,1
800,3101,1
800,3176,1
800,3237,1
800,3270,2
800,3280,1
800,3293,1
800,3322,1
800,3347,1
800,3486,1
800,3709,1
800,3727,1
800,4118,1
800,5259,1
800,5467,1
800,5825,1
800,5830,1
800,5908,1
800,5944,1
800,6066,1
800,6306,1
800,6416,1
800,6420,1
800,6570,1
800,6602,1
800,6620,1
800,6669,1
800,6800,1
800,6924,1
800,7315,1
800,7473,1
800,7753,1
800,7939,1
800,8329,1
800,8430,1
800,8501,1
800,8677,1
800,8690,1
800,8696,1
800,8871,1
800,8934,1
800,8970,1
800,8990,1
800,8992,1
800,9023,1
800,9030,1
800,9117,1
800,9159,1
800,9164,1
800,10053,1
800,10157,1
800,10189,1
800,10202,1
800,10382,1
800,10410,1
800,10435,1
800,10439,1
800,10482,1
800,10632,1
800,10708,1
800,10713,1
800,10730,1
800,10806,1
800,10816,1
800,10830,1
800,10878,1
800,10883,2
800,10890,1
800,11189,1
800,11577,1
800,11612,1
800,12068,1
800,12645,1
800,12844,1
800,13469,1
800,13853,1
800,14395,1
800,14516,1
800,14611,1
800,14652,1
800,14693,1
800,14815,1
800,15444,1
800,15494,1
801,1734,1
801,1920,1
801,3629,1
801,3714,1
801,4088,1
801,5660,1
801,7087,1
801,8013,1
801,10020,1
801,10525,1
801,10708,1
801,10898,1
801,11229,1
801,13061,1
801,14311,1
801,14426,1
801,15582,1
802,1240,1
802,1664,1
802,1747,1
802,1793,1
802,1807,1
802,1868,1
802,1989,1
802,2023,1
802,2238,1
802,2435,1
802,2438,1
802,2445,1
802,2468,1
802,2526,1
802,2584,1
802,2623,1
802,2661,1
802,3202,1
802,3286,1
802,3305,1
802,3516,1
802,5861,1
802,5944,1
802,6017,1
802,6025,1
802,6297,1
802,6319,1
802,6773,1
802,6797,1
802,7021,1
802,7049,1
802,7075,1
802,7271,1
802,7310,1
802,7484,1
802,7646,1
802,7686,1
802,7737,1
802,9150,1
802,10491,1
802,10509,1
802,10681,1
802,10963,1
802,11318,1
803,2427,1
803,2555,1
803,2598,2
803,2637,1
803,2643,1
803,2910,1
803,2999,1
803,3356,1
803,3576,1
803,3839,1
803,4280,1
803,4339,1
803,5860,1
803,5931,1
803,6414,1
803,6890,1
803,6901,1
803,7407,1
803,7901,1
803,8038,1
803,8265,1
803,8474,1
803,8643,1
803,8702,1
803,8770,1
803,8833,1
803,8931,1
803,8932,1
803,8934,1
803,8950,1
803,8960,1
803,8965,1
803,8970,1
803,9023,1
803,9072,1
803,9111,1
803,9120,1
803,9124,1
803,9132,1
803,9133,1
803,9142,2
803,9203,1
803,9269,1
803,9338,1
803,9396,1
803,9515,1
803,9555,1
803,9687,1
803,9764,1
803,9894,1
803,10081,1
803,10963,1
803,11105,1
803,14062,1
803,14257,1
803,14377,1
803,14511,1
803,14614,1
803,15275,1
803,15540,1
803,15692,1
804,1908,1
804,1918,1
804,1981,1
804,2008,1
804,2057,1
804,2089,1
804,2120,1
804,2224,1
804,2285,1
804,2310,1
804,2464,1
804,2532,1
804,2569,1
804,2681,1
804,2697,1
804,2919,1
804,2973,1
804,2976,1
804,3027,1
804,3086,1
804,3273,1
804,3278,1
804,3293,1
804,3386,1
804,3675,1
804,3710,1
804,3864,1
804,4666,1
804,5504,1
804,7145,1
804,7321,1
804,8631,1
804,8977,1
804,9040,1
804,9113,1
804,9126,1
804,9142,1
804,9315,1
804,9342,1
804,9350,1
804,9766,1
804,10419,1
804,10463,1
804,10607,1
804,10630,1
804,10851,1
804,11363,1
804,12904,1
804,13098,1
804,13330,1
804,13654,1
804,13676,1
804,13689,1
804,13695,1
804,13720,1
804,13736,1
804,13788,1
804,14397,1
804,14410,1
804,14434,1
804,14494,1
804,14748,1
804,14754,1
804,14773,1
804,14781,1
804,14791,1
804,14857,1
804,14869,1
806,1497,1
806,1519,1
806,1713,1
806,1803,1
806,1856,1
806,1898,1
806,1915,1
806,1957,1
806,2212,1
806,2253,1
806,2260,1
806,2320,1
806,2322,1
806,2404,1
806,2435,1
806,2450,1
806,2602,1
806,2663,1
806,3144,1
806,3202,1
806,3593,1
806,4096,1
806,5977,1
806,6129,1
806,6176,1
806,6409,1
806,6604,1
806,6710,1
806,7310,1
806,8652,1
806,8986,1
806,9015,1
806,9016,1
806,9136,1
806,12112,1
806,12125,1
806,12396,1
806,12418,1
806,12434,1
806,12756,1
806,12774,1
806,12783,1
806,13082,1
806,13306,1
806,13339,1
806,13645,1
806,13691,1
806,13865,1
806,14137,1
806,14643,1
808,1106,1
808,1204,1
808,1215,1
808,1796,1
808,2159,1
808,2240,1
808,4960,1
808,5380,1
808,8188,1
808,8707,1
808,9532,1
808,10441,1
808,10866,1
808,11225,1
808,11253,1
808,11742,1
808,13003,1
808,13034,1
808,13056,1
808,13081,1
808,13106,1
808,13114,1
808,13166,1
808,13278,1
808,13298,1
808,13381,1
808,13644,1
808,13689,1
808,13692,1
808,13704,1
808,13742,1
808,13783,1
808,13832,2
808,14033,1
808,14712,1
808,14742,1
809,2915,1
809,3108,1
809,3355,1
809,6618,1
809,8950,1
809,13016,1
810,2092,1
810,2108,1
810,2287,1
810,2697,3
810,2733,1
810,2748,1
810,2780,1
810,2880,1
810,2939,1
810,2941,1
810,2987,2
810,2993,1
810,3019,1
810,3045,1
810,3220,1
810,3549,1
810,3651,1
810,3753,1
810,3998,1
810,4087,1
810,4142,1
810,4147,1
810,4148,1
810,4156,1
810,7130,1
810,7208,1
810,8477,1
810,8555,1
810,8615,1
810,8896,1
810,9134,1
810,10073,1
810,10481,1
810,10715,1
810,10838,1
810,11224,1
810,11353,1
810,11357,1
810,12515,1
810,12577,1
810,12995,1
810,13981,1
810,14381,1
810,14397,1
810,14399,1
810,14411,1
810,14479,1
810,14484,1
810,14491,1
810,14583,1
810,14662,1
810,14740,1
810,14775,1
810,14782,2
810,14854,1
811,2238,1
811,2831,1
811,3755,1
811,4056,1
811,4156,1
811,8784,1
811,8950,1
811,10629,1
811,12973,1
811,12988,1
811,13677,1
811,14585,1
811,15405,1
813,2431,1
813,2915,1
813,2922,1
813,2985,1
813,3118,1
813,3545,1
813,4351,1
813,4525,1
813,4660,1
813,7146,1
813,7152,1
813,7186,1
813,9543,1
813,10550,1
813,10715,1
813,10718,1
813,10864,1
813,13883,1
815,1740,1
815,1779,1
815,1786,1
815,1856,1
815,1930,1
815,2011,1
815,2092,1
815,2098,1
815,2108,1
815,2155,1
815,2180,1
815,2243,1
815,2257,1
815,2310,1
815,2353,1
815,2402,1
815,2412,1
815,2419,1
815,2421,1
815,2603,1
815,2637,1
815,2656,1
815,2663,1
815,2719,1
815,2774,1
815,3021,1
815,3100,1
815,3202,1
815,3689,1
815,4060,1
815,4155,1
815,4632,1
815,5379,1
815,5430,1
815,5507,1
815,6315,1
815,6974,1
815,7176,1
815,7839,1
815,8484,1
815,9145,1
815,9299,1
815,9333,1
815,10057,1
815,10409,1
815,10441,1
815,10466,1
815,10498,1
815,10509,1
815,10536,1
815,10546,1
815,10548,1
815,10724,1
815,10758,1
815,10804,1
815,11894,1
815,12621,1
815,13979,1
815,14471,1
815,14734,1
815,14785,1
817,1318,1
817,1371,1
817,1465,1
817,1783,1
817,1833,2
817,1889,3
817,1976,1
817,1987,1
817,1990,5
817,1992,11
817,1994,1
817,2034,1
817,2102,1
817,2155,1
817,2162,2
817,2201,1
817,2278,2
817,2351,2
817,2373,1
817,2415,1
817,2461,1
817,2539,1
817,2640,1
817,2643,3
817,2667,1
817,2697,2
817,3144,3
817,3267,1
817,3413,1
817,3532,1
817,3609,1
817,3618,2
817,3651,1
817,5860,1
817,6063,1
817,6615,1
817,8976,1
817,9011,1
817,9017,1
817,9162,1
817,10286,1
817,10549,1
817,10567,1
817,10575,1
817,11935,1
817,12577,1
817,12952,1
817,13381,1
817,13661,1
817,14483,1
817,14634,1
818,1853,1
818,2202,1
818,2753,1
818,2934,1
818,2961,1
818,3086,1
818,3596,1
818,10545,1
818,10566,1
818,10888,1
818,11638,1
818,12606,1
818,12685,1
818,13051,1
818,14068,1
818,14071,1
818,14271,1
818,14381,1
818,14415,1
818,14560,1
818,14692,1
818,14798,1
818,14837,1
818,15205,1
818,15225,1
819,1888,1
819,2378,1
819,2437,1
819,2604,1
819,2738,1
819,3629,1
819,3848,1
819,6795,1
819,6873,1
819,10509,1
819,12412,1
819,14360,1
819,14815,1
820,1779,1
820,1881,1
820,2042,1
820,2093,2
820,2141,1
820,2155,1
820,2285,1
820,2372,1
820,2654,1
820,3277,1
820,5405,1
820,6400,1
820,7334,1
820,14695,1
820,14728,1
823,1407,1
823,1715,1
823,1777,1
823,1784,1
823,1847,1
823,1871,1
823,1872,1
823,1961,1
823,1966,1
823,1976,1
823,2056,1
823,2082,1
823,2092,1
823,2184,1
823,2204,2
823,2229,1
823,2311,1
823,2357,2
823,2371,1
823,2412,1
823,2456,1
823,2479,1
823,2520,1
823,2536,1
823,2622,1
823,2637,1
823,2844,1
823,3216,1
823,3250,1
823,3270,1
823,5431,1
823,5926,1
823,6288,1
823,6319,1
823,6447,1
823,6795,2
823,8483,1
823,8606,1
823,8931,1
823,8992,1
823,9021,1
823,9040,1
823,9543,1
823,10567,1
823,10579,1
823,12489,1
823,13743,1
823,14377,1
823,14467,1
823,14662,1
823,14693,1
823,14818,1
824,1848,1
824,1925,1
824,2697,1
824,2989,1
824,3024,1
824,3050,1
824,3643,1
824,7183,1
824,7462,1
824,9958,1
824,10441,1
824,10448,1
824,10466,1
824,10473,1
824,10511,1
824,12925,1
824,14029,1
824,14121,1
824,14305,1
824,14412,1
824,14775,1
824,14799,1
824,14820,1
824,15635,1
829,1824,1
829,1925,1
829,1935,1
829,2310,1
829,2427,1
829,3638,1
829,3922,1
829,6465,1
829,6829,1
829,10475,1
829,10593,1
829,10688,1
829,13830,1
830,10327,1
830,10380,1
830,14077,1
830,15544,1
830,15590,1
832,1155,1
832,13308,1
832,13631,1
832,13694,1
832,13722,1
832,13872,1
834,1349,1
834,1766,1
834,1925,1
834,1927,1
834,2011,1
834,2018,1
834,2184,1
834,2202,1
834,2231,1
834,2245,1
834,2279,2
834,2415,1
834,2430,1
834,2574,1
834,2625,1
834,2636,1
834,2667,1
834,3039,1
834,3279,1
834,3322,1
834,3421,1
834,5810,1
834,5825,1
834,5996,1
834,6259,1
834,6488,1
834,6510,1
834,6752,1
834,7077,1
834,7345,1
834,7955,1
834,8210,2
834,8262,1
834,8329,1
834,8482,1
834,8545,1
834,8559,1
834,8574,1
834,8592,1
834,8635,1
834,8827,1
834,8931,1
834,9448,1
834,10615,1
834,10637,1
834,11250,1
834,12474,1
834,13119,1
834,14591,1
835,1741,1
835,1743,1
835,1885,1
835,1966,1
835,1992,1
835,2022,1
835,2212,1
835,2285,1
835,2433,1
835,2568,1
835,3375,1
835,3589,1
835,5825,1
835,6604,1
835,6658,1
835,7824,1
835,9048,1
835,9142,1
835,9334,1
835,13106,1
835,13128,1
836,1330,1
836,1765,1
836,1785,1
836,1848,1
836,1900,1
836,1937,1
836,1955,1
836,1965,1
836,1992,1
836,2023,1
836,2092,1
836,2109,1
836,2150,1
836,2207,1
836,2355,1
836,2438,1
836,2465,1
836,2520,1
836,3055,1
836,3215,1
836,3280,1
836,6364,1
836,6615,1
836,6775,1
836,6780,1
836,7916,1
836,15158,1
838,3666,1
838,4119,1
838,12890,1
838,13061,2
838,13725,1
838,13876,1
839,1588,1
839,1945,1
839,2149,1
839,2283,1
839,2523,1
839,2586,1
839,3034,1
839,3169,1
839,3267,1
839,3279,1
839,3640,1
839,3647,1
839,4083,1
839,5338,1
839,6438,1
839,13158,1
839,13649,1
840,3656,1
840,5591,1
841,4874,1
841,5694,1
841,8902,1
841,10068,1
841,13049,1
841,13252,1
841,13636,1
841,13654,1
841,13695,1
841,13737,1
841,13769,1
841,13852,1
841,13859,1
846,1190,1
846,3750,1
846,10643,1
846,10728,1
846,12968,1
846,13137,1
846,13193,1
846,13665,1
846,13684,1
846,13733,1
846,13781,1
848,1253,1
848,12473,1
848,12928,1
848,12981,1
848,13130,1
848,13172,1
848,13204,1
848,13227,1
848,13254,1
848,13285,1
848,13725,2
848,13877,1
850,1198,1
850,3639,1
850,4003,1
850,4133,1
850,4840,1
850,10172,1
850,10288,1
850,10443,1
850,10474,1
850,12936,1
850,12952,1
850,12954,1
850,12970,1
850,12993,1
850,13011,1
850,13064,1
850,13077,1
850,13080,1
850,13105,1
850,13249,1
850,13352,1
850,13353,1
850,13377,1
850,13658,1
850,13671,2
850,13739,3
850,13758,1
850,13764,1
850,13834,1
850,13835,1
850,13846,1
850,13862,1
850,13876,1
851,1423,1
851,12939,1
851,13295,1
851,13684,1
851,13686,1
851,13770,1
852,1766,1
852,8035,1
852,8950,1
852,9035,1
852,9040,1
852,10509,1
852,12983,1
852,13048,1
852,13057,1
852,13210,1
852,13298,1
852,13361,1
852,13673,1
852,13754,1
852,13814,1
852,14110,1
854,1133,1
854,1152,1
854,1155,1
854,1156,1
854,1171,1
854,1201,1
854,1252,1
854,1253,1
854,1275,3
854,1371,1
854,1495,1
854,1543,1
854,1562,1
854,1729,1
854,1898,1
854,2145,1
854,2168,1
854,2330,1
854,2553,1
854,3674,1
854,3750,1
854,4036,1
854,4051,1
854,4062,1
854,4064,1
854,4075,1
854,4149,1
854,4156,1
854,4442,1
854,7255,1
854,10110,1
854,10142,1
854,10246,1
854,10427,1
854,10463,1
854,10790,1
854,11215,1
854,11461,1
854,12394,1
854,12429,1
854,12895,1
854,12930,1
854,12952,1
854,12971,1
854,12994,1
854,13015,1
854,13019,1
854,13030,1
854,13056,1
854,13061,1
854,13096,1
854,13110,1
854,13129,1
854,13133,1
854,13148,1
854,13166,1
854,13170,1
854,13171,1
854,13176,1
854,13186,1
854,13195,1
854,13202,1
854,13226,1
854,13261,1
854,13301,5
854,13306,1
854,13322,1
854,13323,1
854,13330,1
854,13331,1
854,13341,2
854,13361,1
854,13379,1
854,13638,1
854,13642,1
854,13648,1
854,13650,1
854,13653,1
854,13655,2
854,13657,1
854,13668,2
854,13676,1
854,13679,1
854,13680,1
854,13689,2
854,13707,1
854,13711,2
854,13713,1
854,13718,1
854,13735,1
854,13738,1
854,13746,4
854,13772,2
854,13781,1
854,13783,1
854,13832,2
854,13857,1
854,13860,1
854,14634,1
855,12931,1
857,1179,1
857,1506,1
857,10502,1
857,10572,1
857,12964,1
857,13650,1
857,13654,1
857,13679,1
857,13694,1
857,13742,1
857,13767,1
859,13734,1
860,1140,1
860,5727,1
860,12987,1
861,1761,1
861,1853,1
861,1886,1
861,1887,1
861,2001,1
861,2036,1
861,2176,1
861,2178,2
861,2200,1
861,2453,1
861,2475,1
861,2496,1
861,2574,1
861,2594,1
861,2774,1
861,2896,1
861,3091,1
861,3197,1
861,3237,1
861,3386,1
861,3393,1
861,3424,1
861,4142,1
861,5865,2
861,5894,1
861,5937,1
861,5973,1
861,6078,1
861,6179,1
861,6281,1
861,6403,1
861,6458,1
861,6510,1
861,6763,1
861,6775,1
861,6804,1
861,6813,1
861,6835,1
861,7309,1
861,7345,1
861,7364,1
861,7429,1
861,7499,1
861,7828,1
861,7861,1
861,7927,1
861,7978,1
861,8001,1
861,8497,1
861,8602,1
861,8732,1
861,8970,1
861,9146,1
861,9318,2
861,10049,1
861,10069,1
861,10080,1
861,10102,1
861,10174,1
861,10559,1
861,10586,1
861,10631,1
861,10635,1
861,10661,1
861,10802,1
861,10878,1
861,10891,1
861,11324,1
861,12577,1
861,12661,1
861,12928,1
861,13076,1
861,13125,1
861,13788,1
861,13843,1
861,13938,1
861,14046,1
861,14381,1
861,14462,1
861,14469,1
861,14492,1
861,14758,1
861,14760,1
861,15414,1
864,1896,1
864,2214,1
864,2667,1
864,2866,1
864,2894,1
864,2910,1
864,3944,1
864,3972,1
864,5795,1
864,5806,1
864,6319,1
864,7807,1
864,10022,1
864,10117,1
864,10598,1
864,10724,1
864,11067,1
864,11430,1
864,13843,1
864,14452,1
866,1386,1
866,2100,1
866,5503,1
866,6347,1
866,6666,1
866,7077,1
866,7609,1
866,7731,1
866,13364,1
866,15110,1
870,1826,1
870,2326,1
870,2357,1
870,2462,1
870,3620,1
870,3734,1
870,3926,1
870,3930,1
870,4020,1
870,4077,1
870,5398,1
870,6007,1
870,6552,1
870,10066,1
870,10497,1
870,10736,1
870,10795,1
870,11272,1
870,11877,1
870,12396,1
870,12803,1
870,12911,1
870,12925,1
870,13022,1
870,13811,1
870,13878,1
873,1759,1
873,1834,1
873,2091,1
873,2104,1
873,2189,1
873,2310,1
873,2861,1
873,3713,1
873,6447,1
873,9225,1
874,1627,1
876,13129,1
877,1318,1
877,1366,1
877,1389,1
877,2022,1
877,2326,1
877,2395,1
877,3300,1
877,3681,1
877,6616,1
877,7986,1
877,8159,1
877,8172,1
877,8339,1
877,8512,1
877,8535,1
877,8554,1
877,8592,1
877,8608,1
877,8635,1
877,8671,1
877,8853,1
877,9454,1
877,9604,1
877,9615,1
877,10564,1
877,10650,1
877,10844,1
877,12392,1
877,12747,1
877,12954,1
877,12980,1
877,13127,1
877,13252,1
877,13732,1
877,13836,1
877,14695,1
879,1845,1
879,2092,2
879,2140,1
879,2145,1
879,2184,1
879,2265,1
879,2628,1
879,2635,1
879,2779,1
879,3216,1
879,3623,1
879,3641,1
879,3849,1
879,4025,1
879,4037,1
879,6238,1
879,6409,1
879,6687,1
879,10830,1
879,14893,1
879,15429,1
880,1752,1
880,1759,1
880,1801,1
880,1814,1
880,1971,1
880,1972,1
880,1992,1
880,2195,1
880,2207,1
880,2245,1
880,2318,1
880,2495,1
880,2505,2
880,2524,1
880,2568,1
880,3118,1
880,3755,1
880,4052,1
880,5313,1
880,5361,1
880,6555,1
880,7563,1
880,7709,1
880,8646,1
880,8912,1
880,9040,1
880,10355,1
880,10724,1
880,10833,1
880,12744,1
880,12857,1
882,9061,1
882,9098,1
882,9140,1
882,10465,1
882,11272,1
882,13659,1
882,13758,1
883,13085,1
885,1252,1
885,1552,1
885,1663,1
885,13151,1
885,13285,1
885,13327,1
885,13334,1
886,10314,1
886,10859,1
886,12935,1
886,12974,1
886,13057,2
886,13069,2
886,13317,1
886,13746,1
886,14369,1
887,1256,1
887,1819,1
887,1843,1
887,1886,1
887,2261,1
887,3533,1
887,6768,1
887,8930,1
887,13931,1
887,14326,1
888,13291,1
888,13303,1
888,13364,1
889,4123,1
889,4135,1
889,13057,1
889,13071,1
889,13689,1
889,13877,1
890,1266,1
890,1275,1
890,1783,1
890,2395,1
890,3034,1
890,3632,1
890,3751,1
890,13057,1
890,13330,1
890,13680,1
890,13729,1
890,13753,1
890,13783,2
890,13826,1
890,13832,1
891,1970,1
891,2285,1
891,2658,1
891,3749,1
891,13081,2
891,13302,2
891,13704,1
891,13783,1
891,14070,1
894,1267,1
895,8035,1
895,10481,1
895,10540,1
895,12996,1
895,13336,1
895,13853,1
897,1507,1
897,3639,1
897,4128,1
897,5649,1
897,10459,1
897,12918,1
897,12952,1
897,12982,1
897,12985,1
897,13053,1
897,13118,1
897,13200,1
897,13330,1
897,13719,1
897,13763,1
897,13777,1
897,13805,1
897,13864,1
898,5297,1
898,13766,1
900,1202,1
900,3966,1
900,4017,1
900,12435,1
900,13071,1
900,13125,1
900,13133,1
900,13666,1
900,13721,1
902,1275,1
902,1784,1
902,2279,1
902,3279,1
902,3651,1
902,5715,1
902,6459,1
902,12074,1
902,12093,1
902,12647,1
902,12667,1
902,12943,2
902,12977,1
902,13203,1
902,13261,1
902,13281,1
902,13490,1
902,13825,1
906,1658,1
906,1708,1
906,10556,1
906,10622,1
906,10813,1
906,13013,1
906,13110,1
906,13137,1
906,13282,1
906,13332,1
906,13358,1
908,13651,1
908,13843,1
910,1367,1
910,13021,1
910,13260,1
910,13295,1
910,13300,1
910,13360,1
910,13374,1
910,13664,1
910,13781,1
911,1206,1
911,1507,1
911,1560,1
911,3215,1
911,5649,1
911,10459,1
911,12433,1
911,12918,1
911,12952,1
911,12982,1
911,13053,1
911,13118,1
911,13679,1
911,13719,1
911,13763,1
911,13777,1
911,13805,1
911,13864,1
912,3727,1
912,4045,1
912,4776,1
912,5425,1
912,10390,1
912,12511,1
912,12665,1
912,12673,1
912,13116,1
912,13357,1
912,13686,1
912,13730,1
912,13770,2
912,13846,1
914,1251,1
914,13250,1
914,13305,1
914,13657,1
914,13720,1
915,10612,2
915,10811,1
915,12925,1
915,12980,1
915,13116,1
915,13311,1
915,13717,1
917,5289,1
917,13093,1
917,13258,1
917,13667,1
917,13691,1
917,13694,1
917,13766,1
917,13833,1
918,1318,1
918,1779,1
918,1857,1
918,2089,1
918,2160,1
