srg,trg,w
2285,7454,1
2285,7479,1
2285,7526,1
2285,8140,1
2285,8531,1
2285,8556,1
2285,8592,1
2285,8637,1
2285,8651,1
2285,8653,1
2285,8852,1
2285,9074,1
2285,9113,1
2285,9149,1
2285,9338,1
2285,9972,1
2285,10009,1
2285,10053,1
2285,10081,1
2285,10091,1
2285,10149,1
2285,10198,1
2285,10344,1
2285,10395,1
2285,10460,1
2285,10462,1
2285,10482,1
2285,10541,1
2285,10544,1
2285,10550,1
2285,10571,1
2285,10582,1
2285,10584,2
2285,10599,1
2285,10608,1
2285,10615,2
2285,10622,1
2285,10639,1
2285,10647,1
2285,10650,1
2285,10696,1
2285,10700,1
2285,10759,1
2285,10791,1
2285,10800,1
2285,11168,1
2285,11193,1
2285,11265,1
2285,11268,1
2285,11272,1
2285,11276,1
2285,11278,2
2285,11352,1
2285,11353,1
2285,11365,1
2285,11618,1
2285,11857,1
2285,11903,1
2285,12020,1
2285,12153,1
2285,12335,1
2285,12398,1
2285,12429,1
2285,12437,1
2285,12461,1
2285,12464,1
2285,12509,1
2285,12606,2
2285,12715,1
2285,12744,1
2285,12794,1
2285,12802,1
2285,12896,1
2285,12923,1
2285,13032,1
2285,13080,1
2285,13140,1
2285,13263,1
2285,13446,1
2285,13518,1
2285,13638,1
2285,13646,1
2285,13656,1
2285,13676,1
2285,13677,1
2285,13682,1
2285,13692,1
2285,13700,1
2285,13743,1
2285,13772,1
2285,13783,1
2285,13787,1
2285,13814,1
2285,13845,1
2285,13860,1
2285,13966,1
2285,14070,1
2285,14239,1
2285,14280,1
2285,14381,1
2285,14397,1
2285,14405,1
2285,14408,1
2285,14412,2
2285,14415,1
2285,14426,1
2285,14434,1
2285,14455,1
2285,14481,1
2285,14498,1
2285,14576,2
2285,14632,1
2285,14672,1
2285,14691,1
2285,14728,2
2285,14747,1
2285,14757,1
2285,14770,1
2285,14778,1
2285,14788,1
2285,14801,1
2285,14832,1
2285,14833,2
2285,14843,1
2285,14986,1
2285,15824,1
2287,2951,1
2287,2993,1
2287,4229,1
2287,7179,1
2287,7901,1
2287,9040,1
2287,10544,1
2287,11357,1
2287,13861,1
2287,14381,1
2287,14397,1
2287,14412,1
2287,14462,1
2287,14636,1
2287,14652,1
2287,14753,2
2287,15019,1
2289,3172,1
2289,3300,1
2289,3661,1
2289,3848,1
2289,3937,1
2289,5319,1
2289,5388,1
2289,5678,1
2289,6330,2
2289,6780,1
2289,6974,1
2289,7310,1
2289,10157,1
2289,10647,1
2289,11217,1
2291,6183,1
2291,6721,1
2291,6873,1
2291,11187,1
2292,3397,1
2292,3601,1
2292,4126,1
2292,4899,1
2292,5455,1
2292,6070,1
2292,6451,1
2292,7160,1
2292,7850,1
2292,7890,1
2292,8448,1
2292,10252,1
2292,10256,1
2292,10419,1
2292,10523,1
2292,10534,1
2292,10820,1
2292,11300,1
2292,13743,1
2292,13772,1
2292,13832,1
2292,14643,1
2292,14688,1
2293,3322,1
2293,6668,1
2293,7391,1
2293,9143,1
2293,10110,1
2293,10378,1
2293,10422,1
2293,10503,1
2293,10574,1
2293,10676,1
2293,10805,1
2293,10818,1
2293,10972,1
2294,3045,1
2294,3137,1
2294,3245,1
2294,4156,1
2294,10491,1
2294,12021,1
2294,12166,1
2294,12756,1
2294,14305,1
2294,14485,1
2294,15410,1
2297,3633,1
2297,3668,1
2297,3682,3
2297,3718,2
2297,3740,1
2297,3753,1
2297,3930,1
2297,3951,1
2297,4010,1
2297,5293,1
2297,5425,1
2297,5459,1
2297,5468,1
2297,5825,1
2297,6579,1
2297,6744,2
2297,8540,1
2297,8674,1
2297,9128,1
2297,10492,1
2297,10637,1
2297,10772,1
2297,12514,1
2297,12517,1
2297,12647,1
2297,13157,1
2297,13302,2
2297,13675,2
2297,13780,1
2297,14382,1
2297,14418,1
2297,14424,1
2297,14432,1
2297,14436,1
2297,14453,1
2297,14739,1
2297,14854,1
2297,14866,1
2298,3172,1
2298,3280,1
2298,3425,1
2298,10402,1
2298,10446,1
2298,10700,1
2298,10835,1
2298,11606,1
2298,12660,1
2298,15135,1
2299,3220,1
2299,3623,1
2299,3662,1
2299,3728,1
2299,3943,1
2299,3951,1
2299,3952,1
2299,4051,1
2299,4053,1
2299,4123,2
2299,5386,1
2299,5680,1
2299,6530,1
2299,6555,1
2299,7414,1
2299,8723,1
2299,8783,1
2299,10556,1
2299,11183,1
2299,11353,1
2299,13341,1
2299,13830,1
2299,14411,1
2299,14833,1
2300,2925,2
2300,2946,1
2300,2962,1
2300,2985,1
2300,3027,1
2300,3034,1
2300,3095,1
2300,3118,1
2300,3273,1
2300,3315,1
2300,3347,1
2300,3351,1
2300,3486,1
2300,4142,1
2300,5386,1
2300,5781,1
2300,6364,1
2300,6480,1
2300,6561,1
2300,6599,1
2300,8945,1
2300,8957,1
2300,9021,1
2300,9039,1
2300,9135,1
2300,9150,1
2300,9203,1
2300,9328,1
2300,10509,1
2300,10526,1
2300,10637,1
2300,10645,1
2300,10658,1
2300,10767,1
2300,11540,1
2300,12398,1
2300,12577,1
2300,13935,1
2301,3176,1
2301,3196,1
2301,3239,1
2301,3558,1
2301,3942,1
2301,5412,1
2301,5878,1
2301,5940,1
2301,6147,1
2301,6633,1
2301,6718,1
2301,6891,1
2301,6943,1
2301,6986,1
2301,7024,1
2301,7050,1
2301,7344,1
2301,7889,1
2301,7929,1
2301,9074,1
2301,9141,1
2301,9756,1
2301,9924,1
2301,10078,1
2301,10105,1
2301,10119,1
2301,10362,1
2301,10466,1
2301,10525,1
2301,10607,1
2301,10609,1
2301,14453,1
2303,3069,1
2303,6321,1
2303,14369,1
2304,2963,2
2304,2966,1
2304,3034,1
2304,3153,1
2304,3162,1
2304,3237,1
2304,3261,1
2304,3286,1
2304,3299,1
2304,3387,1
2304,3523,1
2304,3589,1
2304,3647,1
2304,3727,1
2304,4119,1
2304,4148,1
2304,5219,1
2304,5397,1
2304,5455,1
2304,5497,1
2304,5504,1
2304,5849,1
2304,5894,1
2304,5927,1
2304,6046,1
2304,6072,1
2304,6267,1
2304,6290,1
2304,6330,1
2304,6342,1
2304,6366,1
2304,6409,1
2304,6488,1
2304,6545,1
2304,6568,1
2304,6570,1
2304,6572,1
2304,6602,1
2304,6710,1
2304,7098,1
2304,7142,1
2304,7414,1
2304,7519,1
2304,8160,1
2304,8163,1
2304,8497,1
2304,8646,1
2304,8990,1
2304,9117,1
2304,9158,1
2304,9256,1
2304,9302,1
2304,9969,1
2304,10439,1
2304,10441,1
2304,10449,1
2304,10459,1
2304,10466,1
2304,10491,1
2304,10498,1
2304,10569,1
2304,10632,2
2304,10836,2
2304,11066,1
2304,11204,1
2304,11260,1
2304,11602,1
2304,11903,1
2304,12049,1
2304,12153,1
2304,12335,1
2304,12398,1
2304,12461,1
2304,12509,1
2304,12744,1
2304,12794,1
2304,13518,1
2304,13711,1
2304,14516,1
2304,14693,1
2305,3567,1
2305,3647,1
2305,3721,1
2305,5820,1
2305,5849,1
2305,5892,1
2305,5929,1
2305,6406,1
2305,6508,1
2305,6562,1
2305,7414,1
2305,7423,1
2305,14577,1
2307,3847,1
2307,3848,1
2307,4024,1
2307,4063,1
2307,4089,1
2307,4698,1
2307,5079,1
2307,5497,1
2307,5748,1
2307,10498,1
2307,10549,1
2307,10866,1
2307,12437,1
2308,3273,1
2308,3358,1
2308,3852,1
2308,4051,1
2308,5611,1
2308,6321,1
2308,6947,1
2308,7293,1
2308,8466,1
2308,8575,1
2308,8908,1
2310,2934,1
2310,2963,1
2310,3034,1
2310,3100,1
2310,3134,1
2310,3150,1
2310,3196,1
2310,3202,1
2310,3279,1
2310,3292,1
2310,3295,1
2310,3309,1
2310,3341,1
2310,3359,1
2310,3379,1
2310,3421,1
2310,3486,1
2310,3617,1
2310,3631,1
2310,3643,1
2310,3661,1
2310,3675,1
2310,3684,1
2310,3689,1
2310,3713,1
2310,3721,1
2310,3988,1
2310,4003,1
2310,4060,1
2310,4112,1
2310,4115,1
2310,4137,1
2310,4155,1
2310,5129,1
2310,5251,1
2310,5379,1
2310,5430,1
2310,5461,1
2310,5504,1
2310,5507,1
2310,5650,1
2310,5896,1
2310,6294,1
2310,6409,1
2310,6465,1
2310,6572,1
2310,6602,1
2310,6653,1
2310,6713,1
2310,6806,1
2310,6822,1
2310,6829,1
2310,6974,1
2310,6990,1
2310,7462,1
2310,7839,1
2310,7847,1
2310,7908,1
2310,7955,1
2310,8484,1
2310,8576,1
2310,8710,1
2310,8931,1
2310,8991,1
2310,9042,1
2310,9078,1
2310,9110,1
2310,9117,1
2310,9225,1
2310,10030,1
2310,10052,1
2310,10137,1
2310,10252,1
2310,10284,1
2310,10300,1
2310,10419,1
2310,10463,1
2310,10475,1
2310,10514,1
2310,10579,1
2310,10584,1
2310,10593,1
2310,10601,1
2310,10607,1
2310,10609,1
2310,10617,1
2310,10630,1
2310,10632,1
2310,10639,1
2310,10688,1
2310,10705,1
2310,10708,1
2310,10730,1
2310,10732,1
2310,10820,1
2310,10830,1
2310,10831,1
2310,11316,1
2310,11464,1
2310,11730,1
2310,11879,1
2310,11932,1
2310,12538,1
2310,12621,1
2310,12983,1
2310,13056,1
2310,13068,1
2310,13082,1
2310,13098,1
2310,13106,1
2310,13311,1
2310,13332,1
2310,13381,1
2310,13655,1
2310,13658,1
2310,13676,1
2310,13677,1
2310,13689,1
2310,13692,1
2310,13720,1
2310,13732,1
2310,13770,1
2310,13781,1
2310,13788,1
2310,13843,2
2310,13929,1
2310,14381,1
2310,14577,1
2310,14578,1
2310,14664,1
2310,14815,1
2310,15414,1
2311,3250,1
2311,3270,1
2311,3424,1
2311,3718,1
2311,3744,1
2311,6273,1
2311,6319,1
2311,6482,1
2311,10579,1
2311,10751,1
2311,12418,1
2311,12540,1
2311,12909,1
2311,12923,1
2311,13080,1
2311,13657,1
2311,13659,1
2311,13759,1
2311,13766,1
2311,13833,1
2311,14004,1
2311,14375,1
2311,15548,1
2311,15584,1
2312,3684,1
2312,5293,1
2312,10547,1
2312,11187,1
2312,12433,1
2312,14027,1
2312,14435,1
2312,14484,1
2312,14576,1
2312,14577,1
2312,14586,1
2312,14675,1
2312,14772,1
2312,14854,1
2312,15541,1
2313,3034,2
2313,3069,1
2313,3153,1
2313,3162,1
2313,3237,1
2313,3260,1
2313,3261,1
2313,3280,1
2313,3286,1
2313,3299,1
2313,3425,1
2313,3589,1
2313,3848,1
2313,3854,1
2313,3961,1
2313,4017,1
2313,6093,1
2313,6212,1
2313,6273,1
2313,6290,1
2313,6330,1
2313,6342,1
2313,6346,1
2313,6364,1
2313,6406,1
2313,6409,1
2313,6490,1
2313,6534,1
2313,6568,1
2313,6570,1
2313,6710,1
2313,6731,1
2313,6741,1
2313,6773,1
2313,7070,1
2313,7429,1
2313,7514,1
2313,7519,1
2313,8497,1
2313,8598,1
2313,9459,1
2313,10441,1
2313,10632,1
2313,10836,1
2313,11353,1
2313,11602,1
2313,12744,1
2313,13003,1
2313,13692,1
2313,14381,1
2313,14686,1
2313,15494,1
2314,3196,1
2314,3649,1
2314,3741,1
2314,3752,1
2314,4543,1
2314,6007,1
2314,8442,1
2314,10382,1
2314,10399,1
2314,11166,1
2314,13295,1
2314,14850,1
2315,3069,1
2315,3277,1
2315,3280,1
2315,3312,1
2315,4053,1
2315,7383,1
2315,7390,1
2315,10476,1
2315,10615,1
2315,10797,1
2315,10873,1
2315,11705,1
2316,3633,1
2316,3668,1
2316,4010,1
2316,4028,1
2316,4051,1
2316,4750,1
2316,4921,1
2316,5054,1
2316,5339,1
2316,5425,1
2316,8992,1
2316,10292,1
2316,10358,1
2316,10402,1
2316,10452,1
2316,10604,1
2316,10622,1
2316,11135,1
2316,11140,1
2316,11438,1
2316,11809,1
2316,12647,1
2316,12782,1
2316,13116,1
2316,13123,1
2316,13721,1
2316,13780,1
2316,13878,1
2317,3022,1
2317,3039,1
2317,3069,1
2317,3239,1
2317,3256,1
2317,3312,1
2317,3589,1
2317,3614,1
2317,3627,1
2317,3852,1
2317,3942,1
2317,4018,1
2317,4170,1
2317,4292,1
2317,4583,1
2317,4899,1
2317,5451,1
2317,5501,1
2317,5988,1
2317,6136,1
2317,7661,1
2317,10220,1
2317,13868,1
2317,13877,1
2317,13990,1
2317,14024,1
2317,15059,1
2318,3217,1
2318,5882,1
2318,6781,1
2318,7555,1
2318,9191,1
2318,10355,1
2318,10724,1
2318,13003,1
2318,14029,1
2318,14627,1
2318,14665,1
2318,14766,1
2318,15483,1
2320,3286,1
2320,3593,1
2320,3741,1
2320,4060,1
2320,5014,1
2320,5393,1
2320,5571,1
2320,5606,1
2320,6528,1
2320,7027,1
2320,7329,1
2320,7382,1
2320,10073,1
2320,10521,1
2320,10600,1
2320,11617,1
2320,11893,1
2320,12032,1
2320,12494,1
2320,12747,1
2320,12878,1
2320,13339,1
2320,13460,1
2320,13645,1
2320,13799,1
2321,6330,1
2321,10393,1
2321,10500,1
2321,10775,1
2321,10807,1
2322,2993,1
2322,3055,1
2322,3134,2
2322,3280,1
2322,3286,1
2322,3300,1
2322,3628,1
2322,3730,1
2322,3738,1
2322,3813,1
2322,4417,1
2322,5241,1
2322,5301,1
2322,5455,1
2322,5534,1
2322,6409,1
2322,6459,1
2322,6534,1
2322,6570,1
2322,6604,1
2322,6648,1
2322,6710,1
2322,6730,1
2322,6797,1
2322,6981,1
2322,7575,1
2322,8164,1
2322,8530,1
2322,8628,1
2322,8649,1
2322,8813,1
2322,8822,1
2322,8990,1
2322,9123,1
2322,9142,1
2322,9378,1
2322,10639,1
2322,10691,1
2322,10702,1
2322,10791,1
2322,11353,1
2322,11821,1
2322,12020,1
2322,12464,1
2322,12606,1
2322,12665,1
2322,12715,1
2322,12744,1
2322,12756,1
2322,12802,1
2322,12874,1
2322,12965,1
2322,13263,1
2322,13560,1
2322,13701,1
2323,3134,1
2323,3239,1
2323,3379,1
2323,3715,1
2323,3721,1
2323,5251,1
2323,5401,1
2323,5899,1
2323,6752,1
2323,6822,1
2323,6918,1
2323,11198,1
2323,12812,1
2323,12841,1
2323,13098,1
2323,13126,1
2323,13323,1
2323,13689,1
2323,13752,1
2323,13756,1
2323,13772,1
2323,13821,1
2323,13825,1
2323,14353,1
2323,14424,1
2323,14581,1
2323,15591,1
2326,3187,1
2326,3237,1
2326,3300,1
2326,5849,1
2326,5894,1
2326,6007,1
2326,6552,1
2326,6616,1
2326,6687,1
2326,8933,1
2326,8978,1
2326,9016,1
2326,9134,1
2326,10289,1
2326,10478,1
2326,10600,1
2326,10843,1
2326,11024,1
2326,13732,1
2326,13840,1
2326,14381,1
2326,14432,2
2326,14453,1
2326,14785,1
2326,14920,1
2326,15041,1
2326,15755,1
2328,3191,2
2328,3292,1
2328,3702,1
2328,3713,1
2328,4017,1
2328,4196,1
2328,4698,1
2328,5398,1
2328,5428,1
2328,5452,1
2328,5475,2
2328,5482,1
2328,5500,1
2328,5543,1
2328,5680,1
2328,10157,1
2328,10394,1
2328,10482,1
2328,10500,1
2328,10632,1
2328,11272,1
2328,11610,2
2328,12641,1
2328,13747,1
2328,14369,1
2328,14629,1
2328,14673,1
2329,4105,1
2329,7130,1
2329,8621,1
2329,10544,1
2329,12896,1
2329,12921,1
2329,12992,1
2329,13050,1
2329,13054,1
2329,13671,1
2329,13784,1
2329,13785,1
2330,3157,1
2330,3187,1
2330,3239,1
2330,3397,1
2330,6798,1
2330,7703,1
2330,8484,1
2330,10454,1
2330,11215,2
2330,13256,1
2330,14667,1
2330,14815,1
2330,15421,1
2331,3176,1
2331,3616,1
2331,3661,1
2331,3684,1
2331,5506,1
2331,6383,1
2331,6481,1
2331,7087,1
2331,7169,1
2331,8448,1
2331,8978,1
2331,9113,1
2331,9117,2
2331,9143,1
2331,9166,1
2331,9409,1
2331,9543,1
2331,10256,1
2331,10344,1
2331,10820,1
2331,12806,1
2331,12892,1
2331,13743,1
2331,14643,1
2331,14688,1
2332,8598,1
2332,11234,1
2333,3187,1
2333,3215,1
2333,3237,1
2333,3300,1
2333,3313,1
2333,3387,1
2333,3645,1
2333,4005,1
2333,5849,1
2333,5894,1
2333,6367,1
2333,6816,1
2333,7465,1
2333,8933,1
2333,8978,1
2333,9016,1
2333,9134,1
2333,10289,1
2333,10476,1
2333,10497,1
2333,10595,1
2333,10788,1
2333,12469,1
2333,13095,1
2333,13116,1
2333,13249,1
2333,13287,1
2333,13682,1
2333,13911,1
2333,14381,1
2333,14785,1
2333,15547,1
2333,15755,1
2336,6562,1
2336,14766,1
2336,14809,1
2338,3191,1
2338,3379,1
2338,3486,1
2338,3900,1
2338,4005,1
2338,4080,1
2338,4142,1
2338,4180,1
2338,5386,1
2338,6416,1
2338,10458,1
2338,10460,1
2338,10579,1
2338,10594,1
2338,10735,1
2338,10949,1
2338,11889,1
2338,13056,1
2338,13093,1
2338,13104,1
2338,13106,1
2338,13125,1
2338,13330,1
2338,13368,1
2338,13686,1
2338,13732,1
2338,13770,1
2338,14632,1
2339,4010,1
2339,4304,1
2339,14771,1
2340,9149,1
2340,9338,1
2340,13677,1
2340,13780,1
2341,11254,1
2342,3848,1
2342,4148,1
2342,4149,1
2342,5392,1
2342,5726,1
2342,8605,1
2343,3279,1
2343,4039,1
2343,11272,1
2343,13865,1
2344,3215,1
2344,3351,1
2344,5786,1
2344,5852,1
2344,5927,1
2344,6265,1
2344,6400,1
2344,6567,1
2344,6680,1
2344,7079,1
2344,7335,1
2344,10197,1
2344,10562,1
2344,10572,1
2344,13280,1
2344,14417,1
2345,3162,1
2345,3197,1
2345,3222,1
2345,3311,1
2345,3341,1
2345,3359,1
2345,3394,1
2345,5507,1
2345,5825,1
2345,5843,1
2345,5864,1
2345,5878,1
2345,5944,1
2345,6024,1
2345,6233,1
2345,6466,1
2345,6474,1
2345,6546,1
2345,6860,1
2345,6944,1
2345,6956,1
2345,7047,1
2345,9164,1
2345,10196,1
2346,2961,1
2346,3069,1
2346,3335,1
2346,3431,1
2346,4045,1
2346,4087,1
2346,7230,1
2346,8606,1
2346,9165,1
2346,10426,1
2346,10579,1
2346,12433,1
2346,12453,1
2346,13760,1
2346,13973,1
2346,15729,1
2349,3160,1
2349,3486,1
2349,3851,1
2349,3936,1
2349,3966,1
2349,4040,1
2349,4275,1
2349,4553,1
2349,5926,1
2349,6329,1
2349,6400,1
2349,8564,1
2349,8932,1
2349,8963,1
2349,8992,1
2349,9016,1
2349,9022,1
2349,9024,1
2349,9043,1
2349,9078,1
2349,9100,1
2349,11353,1
2349,13826,2
2349,14428,1
2349,14481,1
2349,14742,1
2350,3386,1
2350,3697,1
2350,3966,1
2350,4038,1
2350,4401,1
2350,5401,1
2350,5878,1
2350,5940,1
2350,6147,1
2350,6354,1
2350,6404,1
2350,6718,1
2350,6891,1
2350,6943,1
2350,7024,1
2350,7050,1
2350,7889,1
2350,7929,1
2350,8482,1
2350,8944,1
2350,8987,1
2350,8989,1
2350,8992,2
2350,9005,1
2350,9011,1
2350,9016,1
2350,9049,1
2350,9078,1
2350,9125,1
2350,9128,1
2350,9142,1
2350,9143,1
2350,9159,1
2350,9170,1
2350,9342,1
2350,9924,1
2350,10012,1
2350,10078,1
2350,10105,1
2350,10119,1
2350,10304,1
2350,10334,1
2350,10362,1
2350,10410,1
2350,10430,1
2350,10452,1
2350,10466,1
2350,10503,2
2350,10525,1
2350,10572,1
2350,10573,1
2350,10607,1
2350,10609,1
2350,10800,1
2350,10852,1
2350,11140,1
2350,11504,1
2350,11542,1
2350,13666,1
2350,13694,1
2350,13716,1
2350,13741,1
2350,13849,1
2350,14383,1
2350,14421,1
2350,14696,1
2350,14729,1
2350,14734,1
2350,14815,1
2350,14818,1
2351,3039,1
2351,3210,1
2351,3295,1
2351,3341,1
2351,3424,4
2351,3558,1
2351,3656,1
2351,4003,1
2351,5860,1
2351,5926,1
2351,5973,1
2351,6273,1
2351,6658,2
2351,6671,1
2351,6700,1
2351,6795,1
2351,8563,1
2351,9162,2
2351,10030,1
2351,10073,1
2351,10552,1
2351,10601,1
2351,10732,1
2351,11278,1
2351,13068,1
2351,13360,1
2351,13381,1
2351,13685,1
2351,13692,1
2351,13766,1
2351,13770,1
2351,14043,1
2351,14664,1
2351,15430,2
2352,3156,1
2352,3250,2
2352,3267,1
2352,3280,1
2352,3449,1
2352,3523,1
2352,3605,1
2352,3627,1
2352,3628,2
2352,3631,1
2352,3645,1
2352,3651,1
2352,3666,1
2352,3674,1
2352,3702,1
2352,3714,1
2352,3755,1
2352,3842,1
2352,3848,1
2352,3852,1
2352,3972,1
2352,4029,1
2352,4036,1
2352,4060,1
2352,4101,1
2352,4149,1
2352,4340,1
2352,4401,1
2352,5060,1
2352,5251,1
2352,5452,1
2352,5626,1
2352,5653,1
2352,6066,1
2352,6226,1
2352,6648,1
2352,6694,1
2352,9074,1
2352,9363,1
2352,9379,1
2352,9967,1
2352,10353,1
2352,10393,1
2352,10429,1
2352,10500,1
2352,10637,1
2352,12430,1
2352,12901,1
2352,13055,1
2352,13722,1
2352,13725,1
2352,13732,1
2352,14033,1
2352,14397,1
2352,14577,1
2352,14652,1
2352,14657,1
2352,14693,1
2352,14709,1
2352,14753,1
2352,15418,1
2353,3069,1
2353,3100,1
2353,3202,1
2353,3622,1
2353,3689,1
2353,3713,1
2353,3729,2
2353,3741,1
2353,3848,1
2353,4029,1
2353,4060,1
2353,4155,2
2353,5379,1
2353,5430,1
2353,5482,1
2353,5507,1
2353,6340,1
2353,6974,1
2353,7839,1
2353,8484,1
2353,10817,1
2353,11196,1
2353,12621,1
2354,3605,1
2354,3717,1
2354,3721,1
2354,3752,1
2354,3936,1
2354,4089,1
2354,6555,1
2354,6668,1
2355,2986,1
2355,3055,1
2355,3217,1
2355,3277,1
2355,3280,1
2355,6273,1
2355,6364,1
2355,6482,1
2355,6615,1
2355,6775,1
2355,6780,1
2355,6921,1
2355,7916,1
2355,10562,1
2355,10572,1
2355,14760,1
2355,14788,1
2355,14815,1
2355,15158,1
2355,15569,1
2356,7607,1
2357,3156,1
2357,3270,1
2357,3293,1
2357,3347,1
2357,3622,1
2357,3633,1
2357,3638,1
2357,3661,1
2357,3666,1
2357,3721,1
2357,3727,1
2357,3730,1
2357,3746,1
2357,3749,1
2357,3849,1
2357,3916,1
2357,3923,1
2357,3990,1
2357,4029,1
2357,4051,1
2357,4084,1
2357,4121,1
2357,4386,1
2357,5401,1
2357,5431,1
2357,5830,1
2357,6007,1
2357,6088,1
2357,6349,1
2357,6552,1
2357,6570,1
2357,6602,1
2357,6800,1
2357,7394,1
2357,8483,1
2357,8606,1
2357,8970,1
2357,8992,1
2357,9023,1
2357,9988,1
2357,10157,1
2357,10567,1
2357,10595,1
2357,10614,1
2357,10711,1
2357,10820,1
2357,10830,1
2357,10831,1
2357,10883,1
2357,11376,1
2357,11412,1
2357,11632,1
2357,11930,1
2357,12464,1
2357,12489,1
2357,12744,1
2357,12844,1
2357,13082,1
2357,13346,1
2357,13686,1
2357,13743,1
2357,13787,1
2357,13828,1
2357,13837,1
2357,13972,1
2357,14377,1
2357,14467,1
2357,14516,1
2357,14662,1
2357,14693,1
2357,14815,1
2357,15570,1
2358,2989,1
2358,3069,1
2358,3172,1
2358,3215,2
2358,3216,1
2358,3558,1
2358,3656,1
2358,3674,1
2358,3675,1
2358,3733,1
2358,3749,1
2358,3847,1
2358,3902,1
2358,3909,1
2358,3926,1
2358,3942,1
2358,3957,1
2358,3998,1
2358,4024,1
2358,4095,1
2358,4126,1
2358,5391,1
2358,5401,1
2358,5611,1
2358,5763,1
2358,6400,1
2358,6617,1
2358,7316,1
2358,8621,1
2358,9423,1
2358,10252,1
2358,10532,1
2358,10629,1
2358,10787,1
2358,11192,1
2358,11276,1
2358,11353,1
2358,11962,1
2358,12433,1
2358,13054,1
2358,13677,1
2358,14581,1
2359,3034,1
2359,3176,1
2359,3237,1
2359,3286,1
2359,3443,1
2359,4036,1
2359,4155,1
2359,6212,1
2359,6406,1
2359,6731,1
2359,6956,1
2359,7429,1
2359,7514,1
2359,10081,1
2359,10581,1
2359,10617,1
2359,10833,1
2359,11187,1
2359,12399,1
2359,13127,1
2359,13694,1
2359,13767,1
2359,13858,1
2359,14486,1
2359,14560,1
2361,3202,1
2361,3350,1
2361,3744,1
2361,10615,1
2361,12894,1
2362,3034,1
2362,3187,1
2362,3237,2
2362,5849,1
2362,5894,1
2362,6212,1
2362,6406,1
2362,6455,1
2362,6731,1
2362,7429,1
2362,7514,1
2362,7864,1
2362,8933,1
2362,8978,1
2362,9016,1
2362,9134,1
2362,10289,1
2362,10524,1
2362,10632,1
2362,10879,1
2362,10881,1
2362,12484,1
2362,12954,1
2362,14355,1
2362,14381,1
2362,14785,1
2362,15755,1
2363,3210,1
2363,3237,1
2363,3661,1
2363,3986,1
2363,3993,1
2363,4122,1
2363,5251,1
2363,5455,1
2363,5482,1
2363,5759,1
2363,7696,1
2363,8589,1
2363,9074,1
2363,9914,1
2363,10112,1
2363,10230,1
2363,10552,1
2363,10728,1
2363,11239,1
2363,11272,1
2363,11274,1
2363,11357,1
2363,12404,1
2363,13269,1
2363,13777,1
2363,14496,1
2364,3156,1
2364,3163,1
2364,3250,1
2364,3620,1
2364,3622,1
2364,3727,1
2364,3730,1
2364,3955,1
2364,4075,1
2364,4698,1
2364,5280,1
2364,5371,1
2364,5565,1
2364,5872,1
2364,5944,1
2364,6668,1
2364,6671,1
2364,7154,1
2364,7454,1
2364,7841,1
2364,8723,1
2364,8784,1
2364,9123,1
2364,9152,1
2364,9921,1
2364,10555,1
2364,10732,1
2364,11201,1
2364,11265,1
2364,11365,1
2364,13816,1
2364,14043,1
2364,14589,1
2364,14693,1
2365,3341,1
2365,3523,1
2365,3955,1
2365,4056,1
2365,4064,1
2365,4105,1
2365,6093,1
2365,6273,1
2365,6364,1
2365,6534,1
2365,6741,1
2365,8025,1
2365,9040,1
2365,10641,1
2365,13003,1
2365,13692,1
2365,14654,1
2365,14693,1
2365,15494,1
2366,2989,1
2366,3144,1
2366,3160,1
2366,3300,1
2366,3486,1
2366,3528,1
2366,3569,1
2366,4025,1
2366,4066,1
2366,4155,1
2366,4156,1
2366,5497,1
2366,5743,1
2366,5816,1
2366,5818,1
2366,5958,1
2366,5982,1
2366,6183,1
2366,6326,1
2366,6367,1
2366,6448,1
2366,6538,1
2366,6620,1
2366,6816,1
2366,6873,1
2366,7145,1
2366,8451,1
2366,8560,1
2366,8634,1
2366,8744,1
2366,9745,1
2366,9964,1
2366,10157,1
2366,10344,1
2366,10509,1
2366,10631,1
2366,10659,1
2366,11196,1
2366,11272,1
2366,11632,1
2366,12335,1
2366,13070,1
2366,13700,1
2366,13706,1
2366,14415,1
2368,3970,1
2368,4158,1
2368,6273,1
2368,8335,1
2368,8945,1
2368,9049,1
2368,9170,1
2368,13560,1
2368,14550,1
2370,3011,1
2370,3089,1
2370,3197,1
2370,3493,1
2370,3690,1
2370,5977,1
2370,6232,1
2370,6570,1
2370,6572,1
2370,7859,1
2370,8874,1
2370,8971,1
2370,8992,1
2370,9016,1
2370,9117,1
2370,9134,1
2370,9146,1
2370,9150,1
2370,9153,1
2370,9166,1
2370,9203,1
2370,9313,1
2370,9342,1
2370,9371,1
2370,9404,1
2370,10830,1
2370,11784,1
2370,12093,1
2370,13325,1
2370,13768,1
2370,14431,1
2370,14516,1
2370,14578,1
2370,14642,1
2370,15569,1
2371,3034,1
2371,3156,1
2371,3486,1
2371,3622,1
2371,3646,2
2371,3730,1
2371,3849,1
2371,3993,1
2371,5408,1
2371,5431,1
2371,8606,1
2371,9334,1
2371,10509,1
2371,10567,1
2371,11204,1
2371,11565,1
2371,11921,1
2371,12088,1
2371,12489,1
2371,12491,1
2371,12588,1
2371,13743,1
2371,14377,1
2371,14454,1
2371,14467,1
