src trg nij
980 6794 175
1280 6794 181
2684 6794 90
5799 6794 208
5917 6794 212
5955 6794 192
5980 6794 212
6290 6794 256
6347 6794 178
6454 6794 151
6592 6794 188
6709 6794 204
6711 6794 163
6750 6794 100
302 6800 208
553 6800 185
1188 6800 208
1344 6800 166
1699 6800 317
2713 6800 344
3083 6800 344
3382 6800 434
3385 6800 277
5830 6800 270
5843 6800 217
6023 6800 238
6051 6800 750
6060 6800 370
6067 6800 178
6362 6800 192
6363 6800 571
6602 6800 175
6774 6800 51
3362 6803 133
5434 6803 81
5992 6803 123
6210 6803 133
6627 6803 93
1331 6828 104
1344 6828 140
2564 6828 128
2647 6828 67
3305 6828 142
3365 6828 153
4279 6828 172
4328 6828 121
4439 6828 163
4456 6828 125
4486 6828 256
6226 6828 200
6248 6828 277
6380 6828 243
6446 6828 144
6490 6828 147
6498 6828 121
6592 6828 204
6664 6828 151
6725 6828 114
6810 6828 128
744 6861 277
2877 6861 384
5245 6861 227
5569 6861 185
5750 6861 196
5784 6861 227
5855 6861 769
5940 6861 285
6075 6861 222
6129 6861 416
6173 6861 384
6186 6861 243
6189 6861 476
6210 6861 400
6248 6861 454
6592 6861 285
6632 6861 312
6648 6861 238
6688 6861 285
6709 6861 322
6828 6861 222
562 6891 227
735 6891 625
831 6891 322
5868 6891 1666
5899 6891 322
5940 6891 500
6129 6891 1111
6326 6891 270
6600 6891 344
6633 6891 256
6642 6891 476
6648 6891 370
6713 6891 434
6861 6891 625
26 6917 108
1318 6917 149
1653 6917 156
1692 6917 156
2022 6917 238
2152 6917 119
3439 6917 125
5877 6917 526
6208 6917 232
6427 6917 105
6544 6917 169
6603 6917 158
6639 6917 129
6705 6917 72
831 6943 322
2431 6943 149
5878 6943 322
5940 6943 500
6189 6943 1666
6210 6943 1000
6600 6943 344
6642 6943 476
6688 6943 500
6713 6943 434
6792 6943 204
6891 6943 10000
1113 6954 400
1246 6954 303
1334 6954 120
1564 6954 142
3203 6954 121
3261 6954 147
3336 6954 175
5795 6954 322
5898 6954 740
5910 6954 151
5977 6954 151
6025 6954 322
6330 6954 344
6503 6954 101
6637 6954 147
6685 6954 96
6759 6954 212
1344 6956 39
314 6962 384
2524 6962 69
2938 6962 120
6045 6962 172
6475 6962 73
6594 6962 94
6871 6962 51
254 6976 116
1514 6976 161
4863 6976 151
4943 6976 178
5696 6976 101
6026 6976 169
6326 6976 119
6465 6976 126
1692 6985 178
3306 6985 178
4966 6985 1428
5505 6985 74
5817 6985 588
5899 6985 312
5920 6985 344
6203 6985 238
6617 6985 175
6640 6985 434
6857 6985 1666
6880 6985 312
6972 6985 294
735 7024 625
823 7024 161
5868 7024 1666
5940 7024 500
6129 7024 1111
6147 7024 2500
6165 7024 2500
6600 7024 344
6648 7024 370
6688 7024 500
6713 7024 434
5940 7050 500
6165 7050 2500
6861 7050 625
85 7057 454
752 7057 58
2122 7057 294
6119 7057 250
6264 7057 625
6346 7057 294
6452 7057 172
6474 7057 416
6520 7057 103
6658 7057 133
6682 7057 270
6752 7057 106
85 7261 384
2122 7261 263
6119 7261 227
6264 7261 500
6346 7261 263
6452 7261 161
6474 7261 357
6520 7261 99
6682 7261 243
7057 7261 2000
7077 7261 285
872 7299 192
1000 7299 294
2803 7299 500
3830 7299 833
5177 7299 588
5776 7299 172
5797 7299 232
5811 7299 357
5836 7299 222
5856 7299 526
5980 7299 454
6003 7299 555
6037 7299 384
6208 7299 238
6515 7299 408
6583 7299 400
6633 7299 212
6682 7299 222
6720 7299 285
6775 7299 476
6816 7299 500
6885 7299 140
7123 7299 185
5868 7300 909
5940 7300 400
6129 7300 714
6147 7300 1111
6165 7300 1111
6210 7300 666
6326 7300 238
6500 7300 243
6600 7300 294
6642 7300 384
6861 7300 476
6891 7300 1666
6976 7300 188
7024 7300 1666
735 7327 333
3068 7327 206
4723 7327 172
5046 7327 625
5177 7327 434
5202 7327 250
5868 7327 500
5940 7327 294
6165 7327 555
6189 7327 500
6190 7327 400
6210 7327 416
6315 7327 454
6524 7327 178
6529 7327 252
6543 7327 158
6633 7327 384
6642 7327 285
6688 7327 294
6861 7327 333
6891 7327 666
6943 7327 666
7024 7327 666
7050 7327 666
7300 7327 500
1682 7330 217
2856 7330 147
5906 7330 333
5953 7330 196
6208 7330 200
6271 7330 370
6325 7330 217
6330 7330 285
6592 7330 277
6625 7330 204
6682 7330 188
6718 7330 312
2493 7374 31
3496 7374 35
3594 7374 66
5840 7374 32
6022 7374 46
6257 7374 49
6263 7374 41
6499 7374 45
6629 7374 47
6652 7374 38
6701 7374 47
6774 7374 26
6789 7374 45
6925 7374 49
6937 7374 44
7304 7374 49
7367 7374 46
767 7414 500
960 7414 100
1704 7414 175
2691 7414 120
4018 7414 52
6555 7414 312
6620 7414 85
528 7454 151
1330 7454 434
1823 7454 133
2125 7454 42
2452 7454 70
2553 7454 86
6166 7454 454
6671 7454 625
2122 7486 277
6119 7486 238
6264 7486 555
6346 7486 277
6474 7486 384
6520 7486 101
6682 7486 256
7057 7486 3333
7077 7486 303
7261 7486 1428
562 7540 204
1836 7540 64
2801 7540 833
3402 7540 833
3463 7540 333
3575 7540 1000
5899 7540 571
5940 7540 400
6115 7540 1000
6147 7540 1111
6210 7540 666
6248 7540 833
6360 7540 357
6531 7540 222
6566 7540 175
6642 7540 384
6688 7540 400
6825 7540 181
6861 7540 476
6943 7540 1666
7050 7540 1666
7271 7540 666
7300 7540 909
7327 7540 500
5899 7588 294
5940 7588 434
6129 7588 833
6147 7588 1428
6189 7588 1111
6210 7588 769
6567 7588 250
6642 7588 416
6648 7588 333
6713 7588 384
6891 7588 2500
6943 7588 2500
6976 7588 196
7024 7588 2500
7540 7588 1111
529 7590 35
1477 7590 165
1823 7590 59
2942 7590 35
3488 7590 37
4578 7590 36
5902 7590 31
6018 7590 55
6041 7590 43
6166 7590 35
6263 7590 32
6334 7590 31
6858 7590 36
6982 7590 37
7006 7590 36
7062 7590 36
7076 7590 51
7349 7590 24
7454 7590 37
677 7638 445
1039 7638 133
1792 7638 274
2785 7638 388
4762 7638 93
5807 7638 106
5913 7638 283
5966 7638 206
5981 7638 289
6007 7638 158
6116 7638 133
6143 7638 111
6181 7638 444
6197 7638 126
6212 7638 129
6354 7638 521
6484 7638 219
6623 7638 209
6731 7638 434
6934 7638 129
7324 7638 133
7504 7638 114
7514 7638 128
381 7655 163
664 7655 128
795 7655 178
3221 7655 312
3514 7655 147
5834 7655 169
5857 7655 169
6241 7655 256
6500 7655 161
6538 7655 227
6959 7655 270
7061 7655 285
7085 7655 322
7266 7655 289
7294 7655 238
7322 7655 370
7361 7655 68
7481 7655 285
7570 7655 294
7623 7655 188
735 7690 555
3793 7690 833
5940 7690 454
6147 7690 1666
6165 7690 1666
6189 7690 1250
6210 7690 833
6491 7690 303
6642 7690 434
6861 7690 555
6891 7690 3333
6943 7690 3333
7024 7690 3333
7050 7690 3333
7300 7690 1250
7588 7690 1666
2052 7696 128
2645 7696 291
3198 7696 192
6100 7696 232
6341 7696 384
6346 7696 136
6419 7696 169
6420 7696 298
6441 7696 169
6474 7696 491
6558 7696 181
6742 7696 250
6936 7696 181
7046 7696 222
7057 7696 250
7077 7696 597
7108 7696 634
7261 7696 227
7473 7696 200
7532 7696 232
735 7741 333
831 7741 454
1326 7741 192
5758 7741 94
5868 7741 500
5899 7741 222
5940 7741 294
6147 7741 555
6165 7741 555
6189 7741 500
6210 7741 416
6326 7741 196
6564 7741 344
6577 7741 156
6642 7741 285
6648 7741 243
6688 7741 294
6757 7741 270
6861 7741 333
6976 7741 161
7300 7741 500
7449 7741 172
7588 7741 555
7690 7741 588
85 7745 434
2122 7745 285
5948 7745 588
6264 7745 588
6346 7745 285
6474 7745 400
6682 7745 263
6752 7745 105
7057 7745 5000
7077 7745 312
7261 7745 1666
7344 7745 188
7486 7745 2500
7696 7745 243
327 7758 156
2106 7758 175
2122 7758 243
2985 7758 227
5797 7758 238
5829 7758 384
5832 7758 476
5904 7758 120
6043 7758 526
6135 7758 526
6172 7758 204
6174 7758 1000
6488 7758 243
6548 7758 370
6592 7758 370
6609 7758 322
6645 7758 666
6715 7758 285
6817 7758 357
6971 7758 303
85 7797 357
885 7797 200
2122 7797 250
2741 7797 526
2801 7797 769
3132 7797 192
3402 7797 769
3463 7797 322
3575 7797 909
5885 7797 625
6264 7797 454
6346 7797 250
6474 7797 333
6682 7797 232
6965 7797 588
7057 7797 1428
7077 7797 270
7261 7797 909
7274 7797 333
7352 7797 94
7486 7797 1111
7540 7797 833
7696 7797 217
7745 7797 1250
871 7802 88
3064 7802 97
5257 7802 140
6296 7802 555
6540 7802 53
6725 7802 163
7449 7802 212
575 7808 78
6346 7808 96
6486 7808 89
6592 7808 111
7486 7808 136
7745 7808 138
1301 7811 192
3287 7811 2000
5797 7811 256
5842 7811 188
5930 7811 181
6159 7811 158
6179 7811 208
6552 7811 204
6603 7811 172
6694 7811 131
6825 7811 185
6850 7811 131
1487 7837 147
3353 7837 188
3578 7837 256
4629 7837 133
4707 7837 232
4987 7837 158
5856 7837 222
5929 7837 222
6196 7837 250
6264 7837 200
6562 7837 126
6683 7837 83
6847 7837 158
6851 7837 178
7351 7837 227
7444 7837 270
7467 7837 188
7829 7837 250
85 7842 370
2122 7842 256
3384 7842 79
6119 7842 222
6264 7842 476
6346 7842 256
6452 7842 158
6474 7842 344
6520 7842 98
6682 7842 238
7057 7842 1666
7077 7842 277
7261 7842 1000
7486 7842 1250
7696 7842 222
7745 7842 1428
7797 7842 833
735 7889 625
831 7889 322
5868 7889 1666
5899 7889 322
5940 7889 500
6129 7889 1111
6147 7889 2500
6210 7889 1000
6642 7889 476
6891 7889 10000
7024 7889 10000
7050 7889 10000
7588 7889 2500
7690 7889 3333
7741 7889 666
5940 7896 476
6165 7896 2000
6642 7896 454
6648 7896 357
6891 7896 5000
7024 7896 5000
7050 7896 5000
7300 7896 1428
7327 7896 625
7540 7896 1428
7690 7896 2500
7741 7896 625
7889 7896 5000
182 7916 107
1330 7916 277
1406 7916 384
1493 7916 188
1955 7916 121
2983 7916 166
3574 7916 192
5351 7916 117
5459 7916 72
5566 7916 192
5986 7916 96
6068 7916 344
6302 7916 303
6426 7916 217
6518 7916 81
6615 7916 125
6627 7916 175
6775 7916 357
6944 7916 56
6971 7916 243
6990 7916 117
7642 7916 357
5868 7921 1666
6147 7921 2500
6210 7921 1000
6642 7921 476
6943 7921 10000
7024 7921 10000
7327 7921 666
7540 7921 1666
7588 7921 2500
7741 7921 666
5868 7922 1666
5940 7922 500
6147 7922 2500
6861 7922 625
6891 7922 10000
6943 7922 10000
7024 7922 10000
7300 7922 1666
7540 7922 1666
7690 7922 3333
7741 7922 666
7896 7922 5000
7921 7922 10000
6165 7928 2500
6189 7928 1666
6210 7928 1000
6642 7928 476
6861 7928 625
6943 7928 10000
6976 7928 208
7024 7928 10000
7050 7928 10000
7327 7928 666
7540 7928 1666
7741 7928 666
7896 7928 5000
2431 7929 138
5603 7929 243
5852 7929 526
5940 7929 400
5959 7929 344
6189 7929 909
6210 7929 666
6572 7929 285
6642 7929 384
6648 7929 312
6688 7929 400
6713 7929 357
6861 7929 476
6891 7929 1666
7024 7929 1666
7300 7929 909
7540 7929 909
7588 7929 1111
7690 7929 1250
7741 7929 500
7889 7929 1666
7896 7929 1428
848 8050 52
919 8050 78
989 8050 88
1194 8050 66
1928 8050 57
2183 8050 38
2668 8050 36
4886 8050 78
5773 8050 60
6491 8050 72
2289 8088 57
2939 8088 149
3041 8088 96
3545 8088 102
5953 8088 142
6208 8088 144
6330 8088 185
6331 8088 114
6701 8088 222
6837 8088 153
7123 8088 123
7329 8088 142
7330 8088 192
7364 8088 94
7422 8088 243
7846 8088 263
24 8098 142
842 8098 166
2623 8098 135
3043 8098 86
4894 8098 138
4966 8098 256
5236 8098 158
5362 8098 86
5477 8098 71
5514 8098 153
5662 8098 48
6119 8098 136
6130 8098 114
6830 8098 102
7951 8098 53
8001 8098 163
8030 8098 131
8050 8098 70
905 8149 86
1280 8149 95
3320 8149 84
3459 8149 112
5058 8149 66
5495 8149 56
6347 8149 94
6750 8149 66
6794 8149 85
6836 8149 97
6970 8149 94
8027 8149 99
8045 8149 69
8082 8149 68
32 8169 138
1280 8169 108
4257 8169 114
5657 8169 87
6071 8169 116
6347 8169 107
6532 8169 100
6642 8169 109
6750 8169 72
6756 8169 101
6794 8169 96
6836 8169 111
7196 8169 66
7662 8169 128
8057 8169 117
8082 8169 305
496 8514 146
8359 8514 169
4753 8520 34
7414 8520 39
8057 8520 114
8436 8520 216
5367 8586 32
7398 8586 22
7859 8586 23
8386 8586 23
840 8691 178
2858 8691 142
2929 8691 109
4023 8691 120
4717 8691 90
4722 8691 147
5235 8691 188
5356 8691 103
5643 8691 63
5983 8691 128
5986 8691 71
7360 8691 135
7380 8691 76
7503 8691 112
7992 8691 113
8070 8691 87
8442 8691 64
8464 8691 89
8565 8691 118
8683 8691 117
440 8825 100
1057 8825 113
4637 8825 90
7970 8825 470
8042 8825 112
8052 8825 165
8221 8825 117
8282 8825 348
8356 8825 114
8362 8825 105
8373 8825 109
8401 8825 113
2475 8877 28
3184 8877 65
3185 8877 66
5168 8877 52
5618 8877 58
5724 8877 42
6826 8877 62
8135 8877 389
47 8931 82
214 8931 178
834 8931 163
2512 8931 96
3061 8931 178
3067 8931 172
3119 8931 172
3785 8931 105
5627 8931 169
6269 8931 208
6374 8931 161
6674 8931 172
6819 8931 46
7073 8931 200
7520 8931 232
8309 8931 192
556 8933 340
2924 8933 114
6666 8933 126
8925 8933 144
8940 8945 241
1173 8946 90
3470 8946 101
5652 8946 72
6032 8946 79
6245 8946 99
7860 8946 107
6083 8953 124
7461 8953 62
3344 8962 56
7689 8962 56
8946 8962 308
7776 8963 71
795 8992 106
1815 8992 95
2350 8992 309
3493 8992 149
6033 8992 128
6109 8992 140
6232 8992 144
7633 8992 142
8929 8992 314
8931 8992 291
368 9005 384
835 9005 238
1038 9005 185
2170 9005 144
2699 9005 303
3249 9005 526
4609 9005 322
5833 9005 322
5942 9005 263
5966 9005 217
6599 9005 222
6657 9005 161
6679 9005 263
7081 9005 277
7529 9005 303
7623 9005 222
7659 9005 434
7885 9005 454
8498 9005 215
8935 9005 90
377 9008 260
2035 9008 107
7579 9008 100
8947 9008 480
3618 9011 75
4897 9011 96
6063 9011 126
8212 9011 119
2754 9022 144
6555 9022 81
6917 9022 98
7626 9022 106
9011 9022 119
6880 9025 74
7458 9025 84
8946 9025 370
3291 9031 94
6137 9031 57
8963 9031 273
5877 9032 131
7520 9032 144
8958 9032 333
8962 9032 83
8999 9032 303
9018 9032 312
2747 9039 363
3073 9039 294
3249 9039 312
6917 9039 243
7267 9039 153
7429 9039 102
7545 9039 294
7790 9039 294
9020 9039 205
9023 9039 319
3389 9040 98
6153 9040 88
6200 9040 96
6225 9040 96
7321 9040 96
8931 9040 375
9017 9040 387
1330 9042 147
2756 9042 101
4586 9042 120
4943 9042 178
6917 9042 175
7529 9042 161
9000 9042 136
9023 9042 180
9039 9042 256
640 9049 61
5752 9049 31
8961 9049 783
8989 9049 423
208 9109 158
1685 9109 232
2965 9109 169
3073 9109 208
5977 9109 151
6692 9109 158
8931 9109 196
9023 9109 133
5705 9114 85
2702 9116 34
7397 9116 49
9114 9116 371
783 9118 256
3446 9118 83
3619 9118 82
7807 9118 80
2743 9126 156
3487 9126 181
5845 9126 138
5966 9126 126
6132 9126 172
6420 9126 125
6568 9126 123
6954 9126 161
7422 9126 175
7538 9126 185
7885 9126 181
9009 9126 97
9040 9126 205
6084 9151 90
6545 9151 68
6823 9151 90
7510 9151 88
9114 9151 166
1679 9157 138
2974 9157 116
5755 9157 86
6917 9157 128
9039 9157 412
9109 9157 126
7707 9169 36
9155 9169 194
561 9170 117
4882 9170 125
7125 9170 149
7267 9170 112
7360 9170 128
7520 9170 172
7545 9170 172
7790 9170 172
9119 9170 86
998 9183 243
2060 9183 357
2799 9183 625
3456 9183 333
4943 9183 588
6457 9183 204
6692 9183 163
8919 9183 217
8938 9183 500
9000 9183 294
9011 9183 119
9023 9183 422
9042 9183 178
9109 9183 526
9138 9183 327
2713 9189 434
2731 9189 416
2782 9189 400
2875 9189 312
2968 9189 204
3385 9189 333
3492 9189 416
3520 9189 526
3522 9189 666
3535 9189 526
4630 9189 416
5818 9189 454
5834 9189 222
5877 9189 454
5960 9189 357
6068 9189 384
6175 9189 344
6855 9189 588
6870 9189 588
6963 9189 434
7623 9189 256
7794 9189 555
9174 9189 476
9176 9189 333
24 9214 232
2715 9214 625
2719 9214 434
2884 9214 172
3168 9214 1428
3227 9214 196
3500 9214 500
5362 9214 113
5995 9214 285
6119 9214 217
6972 9214 256
7555 9214 270
8098 9214 250
8448 9214 151
9126 9214 172
9151 9214 90
2443 9232 114
2811 9232 217
3354 9232 136
6962 9232 312
7516 9232 169
7696 9232 153
7732 9232 222
8043 9232 204
8098 9232 169
9126 9232 129
9151 9232 156
9182 9232 227
9214 9232 312
9218 9232 303
9230 9232 322
2044 9267 250
3186 9267 384
3249 9267 416
6189 9267 344
6244 9267 322
6969 9267 285
7331 9267 200
7741 9267 263
7889 9267 416
7928 9267 416
7929 9267 344
9244 9267 384
9246 9267 238
9248 9267 370
518 9298 238
2877 9298 322
3249 9298 476
3270 9298 113
5830 9298 256
6800 9298 256
7081 9298 263
8410 9298 250
9005 9298 256
9140 9298 52
9244 9298 434
9248 9298 416
9267 9298 227
9278 9298 344
9284 9298 606
9293 9298 384
9296 9298 322
9023 9313 139
9042 9313 240
9183 9313 229
9288 9313 114
2921 9331 123
3470 9331 169
4540 9331 135
9176 9331 144
9182 9331 142
9214 9331 172
9278 9331 166
9286 9331 185
9290 9331 168
9321 9331 133
9322 9331 263
5896 9332 303
6175 9332 243
6409 9332 217
6678 9332 277
6842 9332 172
7059 9332 322
7524 9332 370
7594 9332 243
7839 9332 384
7928 9332 400
8994 9332 681
9204 9332 322
7591 9334 53
7824 9334 53
9317 9334 327
1071 9340 270
1100 9340 256
3012 9340 163
3249 9340 555
6855 9340 454
7794 9340 434
8098 9340 196
8982 9340 160
9189 9340 333
9214 9340 416
9232 9340 232
9244 9340 500
9248 9340 476
9267 9340 243
9293 9340 434
9296 9340 357
9298 9340 263
9307 9340 200
9312 9340 200
9322 9340 232
9331 9340 606
4980 9352 123
5128 9352 125
7306 9352 121
7794 9352 119
9116 9352 257
9222 9352 227
9230 9352 240
9232 9352 194
9271 9352 186
9295 9352 113
9305 9352 200
9319 9352 162
9343 9352 212
351 9360 90
3314 9360 103
3857 9360 103
5552 9360 84
5954 9360 93
5993 9360 260
6640 9360 170
9013 9360 381
9111 9360 74
9227 9360 219
9249 9360 100
9283 9360 95
9314 9360 181
9318 9360 262
129 9365 196
147 9365 416
547 9365 192
2768 9365 212
3119 9365 294
3294 9365 250
3434 9365 476
3560 9365 322
5782 9365 163
6609 9365 250
6811 9365 188
6821 9365 238
8978 9365 176
8999 9365 400
9012 9365 217
9023 9365 250
9036 9365 97
9182 9365 285
9190 9365 384
9202 9365 434
9229 9365 266
9237 9365 476
9258 9365 238
9265 9365 555
3249 9402 333
8985 9402 370
8995 9402 289
9044 9402 138
9202 9402 277
9245 9402 303
9246 9402 208
9248 9402 303
9271 9402 344
9293 9402 285
9296 9402 250
9298 9402 200
9308 9402 178
9310 9402 185
9321 9402 188
9331 9402 250
9341 9402 128
9351 9402 188
9365 9402 217
9371 9402 243
9374 9402 232
9376 9402 285
9379 9402 263
2058 9404 444
2768 9404 163
3392 9404 243
3493 9404 303
3575 9404 285
4943 9404 256
6232 9404 285
6678 9404 238
7524 9404 303
8933 9404 434
9183 9404 256
9200 9404 277
9202 9404 270
9204 9404 270
9280 9404 294
9283 9404 256
9321 9404 185
9350 9404 322
9359 9404 227
9364 9404 243
9365 9404 212
9371 9404 238
9376 9404 277
9385 9404 217
9394 9404 227
9403 9404 265
1690 9753 72
6012 9753 126
7943 9753 350
8041 9753 175
8125 9753 208
8180 9753 149
8219 9753 118
8252 9753 151
8264 9753 151
8300 9753 196
8353 9753 140
8366 9753 238
8664 9753 152
8719 9753 158
8741 9753 150
8748 9753 126
9066 9753 322
9430 9753 196
9449 9753 169
9488 9753 232
9490 9753 208
9498 9753 121
9504 9753 138
9520 9753 153
9569 9753 169
9575 9753 169
9598 9753 96
9663 9753 204
9732 9753 185
1113 9822 322
2714 9822 208
2866 9822 333
5898 9822 294
6702 9822 256
6881 9822 476
6954 9822 370
8019 9822 250
8021 9822 156
8090 9822 151
8189 9822 384
8206 9822 434
8252 9822 243
8391 9822 370
8394 9822 235
8792 9822 232
8873 9822 263
9456 9822 500
9503 9822 500
9505 9822 526
9514 9822 212
9606 9822 161
9611 9822 277
9624 9822 416
9743 9822 400
412 9922 163
2866 9922 263
3238 9922 243
5285 9922 133
6702 9922 212
7952 9922 200
8160 9922 192
8214 9922 212
8314 9922 208
9190 9922 294
9273 9922 344
9295 9922 294
9299 9922 181
9305 9922 212
9364 9922 285
9624 9922 312
9822 9922 243
9876 9922 384
1653 9926 80
2718 9926 84
3353 9926 112
5783 9926 116
6515 9926 89
7017 9926 138
7299 9926 126
7516 9926 96
7531 9926 126
8309 9926 121
8352 9926 116
9221 9926 105
9224 9926 121
9657 9926 168
203 9963 72
2682 9963 69
5759 9963 60
6065 9963 84
6346 9963 68
7418 9963 85
7745 9963 86
7842 9963 84
9708 9963 86
3243 10001 35
7118 10001 35
9492 10001 35
9528 10019 57
9554 10019 57
6502 10041 60
6515 10041 106
9327 10041 57
9592 10041 60
9965 10041 112
6522 10045 60
7624 10045 71
10011 10045 333
10031 10045 328
5938 10061 56
6671 10061 54
6826 10061 55
9359 10061 54
3324 10074 85
5103 10074 86
6389 10074 82
6579 10074 81
8027 10074 78
9559 10074 84
9633 10074 86
9754 10074 84
9798 10074 87
9920 10074 53
3361 10078 80
9050 10078 74
9384 10078 76
4900 10105 185
4902 10105 153
5155 10105 204
6642 10105 161
6881 10105 217
7082 10105 166
7470 10105 131
7690 10105 227
7741 10105 178
7766 10105 161
8002 10105 75
4924 10119 59
6933 10119 61
6935 10119 61
1662 10120 158
3255 10120 169
4919 10120 151
5079 10120 117
5297 10120 117
5693 10120 125
7586 10120 158
8892 10120 72
9541 10120 140
9880 10120 135
2835 10124 212
3392 10124 204
7911 10124 204
8132 10124 163
8183 10124 144
8242 10124 172
8266 10124 222
8874 10124 172
9073 10124 178
9471 10124 217
9549 10124 222
9551 10124 188
9708 10124 243
9735 10124 217
9834 10124 243
9876 10124 250
9903 10124 144
10059 10124 153
10068 10124 128
10109 10124 340
5038 10142 29
10002 10142 316
10017 10142 84
10110 10142 491
3059 10161 70
3344 10161 80
4995 10161 81
5652 10161 59
6048 10161 78
8389 10161 66
7589 10195 44
7798 10195 45
989 10228 192
4886 10228 149
8691 10228 102
9442 10228 151
9597 10228 149
9715 10228 256
9755 10228 101
9832 10228 149
9948 10228 294
10011 10228 210
10098 10228 204
10120 10228 291
10153 10228 232
10198 10228 256
989 10253 101
4239 10253 90
4886 10253 87
5274 10253 64
5613 10253 84
7537 10253 102
8050 10253 49
10070 10253 333
10184 10253 84
10191 10253 74
844 10263 121
956 10263 151
1107 10263 126
1135 10263 128
1206 10263 111
1220 10263 196
1682 10263 156
1702 10263 227
1822 10263 117
5457 10263 144
5861 10263 232
6794 10263 147
7330 10263 196
7801 10263 232
10009 10263 357
10108 10263 112
10215 10263 149
10223 10263 188
10254 10263 169
1589 10271 111
6091 10271 116
6826 10271 104
7628 10271 114
7746 10271 229
9930 10271 117
529 10276 169
5060 10276 113
6152 10276 222
6503 10276 76
8098 10276 133
8448 10276 99
9126 10276 107
9151 10276 68
9214 10276 208
9232 10276 149
9331 10276 107
9340 10276 169
10033 10276 151
10102 10276 303
10244 10276 158
3510 10313 41
7551 10313 39
9492 10313 41
9974 10313 544
9999 10313 267
24 10316 317
2131 10316 93
4003 10316 114
4141 10316 93
4257 10316 227
6368 10316 185
7987 10316 140
7989 10316 175
8098 10316 163
8156 10316 135
9126 10316 126
9151 10316 153
9214 10316 294
9232 10316 188
9331 10316 126
9340 10316 222
9517 10316 250
9618 10316 312
9926 10316 102
9994 10316 227
10102 10316 588
10276 10316 144
55 10334 161
3483 10334 192
3929 10334 63
5516 10334 131
6290 10334 192
6454 10334 126
6569 10334 102
6794 10334 125
6861 10334 161
8536 10334 111
9057 10334 131
9648 10334 151
9897 10334 156
9941 10334 141
10045 10334 166
10208 10334 163
10225 10334 144
10266 10334 121
10281 10334 175
2022 10337 169
3210 10337 140
5822 10337 270
6386 10337 88
6662 10337 169
6763 10337 270
6812 10337 149
6882 10337 256
7028 10337 357
9922 10337 196
10124 10337 476
4438 10355 71
7488 10355 134
5878 10362 212
6189 10362 454
6210 10362 384
6351 10362 54
6633 10362 181
6688 10362 277
7300 10362 454
7588 10362 500
7690 10362 526
7741 10362 322
7921 10362 588
7922 10362 588
7928 10362 588
7929 10362 454
10255 10362 222
3044 10379 49
3344 10379 77
5333 10379 36
6303 10379 75
9607 10379 74
9712 10379 76
10287 10379 310
956 10397 149
1107 10397 125
1220 10397 192
1280 10397 357
1294 10397 133
1778 10397 125
5776 10397 117
6762 10397 131
6846 10397 100
7858 10397 161
8166 10397 128
8168 10397 142
8465 10397 60
8884 10397 147
10007 10397 166
10038 10397 99
10208 10397 200
10231 10397 107
10263 10397 142
10280 10397 169
10292 10397 119
10329 10397 153
9871 10416 27
10327 10416 278
6234 10469 31
6933 10469 32
10101 10469 102
10343 10469 81
10005 10478 259
10214 10478 104
10452 10478 235
10473 10478 422
8732 10501 128
5940 10525 57
6881 10525 63
9496 10525 64
10141 10536 248
10433 10536 160
10437 10536 131
10457 10536 221
10532 10536 231
10054 10537 91
10330 10537 504
7017 10561 52
10113 10561 354
10355 10561 283
9554 10578 36
10503 10650 237
10539 10650 286
7745 10703 72
7842 10703 70
8233 10703 67
9963 10703 371
10062 10703 133
10221 10703 65
10291 10703 90
10308 10703 62
10665 10703 188
7853 10711 33
9095 10711 33
9743 10724 24
9844 10724 24
10674 10724 119
4514 10729 52
10445 10757 246
10450 10757 316
10464 10757 293
10739 10757 239
7587 10778 58
10098 10778 311
9791 10785 49
9798 10785 53
10179 10837 59
9191 10847 60
9635 10847 60
9712 10847 60
10092 10847 195
10594 10847 250
10685 10847 169
83 11004 136
1532 11004 75
4512 11004 126
4584 11004 123
6836 11004 111
7423 11004 138
7846 11004 136
7854 11004 126
8088 11004 94
9990 11004 112
10055 11004 213
10126 11004 191
10243 11004 125
10251 11004 232
10596 11004 179
10630 11004 161
10771 11004 203
10895 11004 97
10917 11004 102
10929 11004 129
10983 11004 101
11001 11004 250
6564 11066 49
6807 11066 49
10906 11066 48
5868 11080 1666
5940 11080 500
6129 11080 1111
6688 11080 500
6861 11080 625
7300 11080 1666
7327 11080 666
7540 11080 1666
7690 11080 3333
7896 11080 5000
7921 11080 10000
7922 11080 10000
7928 11080 10000
10362 11080 588
10998 11080 384
6688 11119 149
7848 11119 81
10101 11119 199
11117 11119 77
735 11137 243
2431 11137 108
6147 11137 344
6642 11137 217
7300 11137 322
7588 11137 344
7741 11137 250
7896 11137 370
7928 11137 384
7929 11137 322
9560 11137 200
10059 11137 192
10205 11137 208
10362 11137 238
10926 11137 384
10998 11137 196
11058 11137 370
11080 11137 384
11092 11137 357
2431 11147 147
5868 11147 1428
6147 11147 2000
6165 11147 2000
6642 11147 454
6861 11147 588
6891 11147 5000
7024 11147 5000
7921 11147 5000
7929 11147 1428
10998 11147 370
11080 11147 5000
11137 11147 370
7419 11204 12
8204 11204 12
9086 11204 12
9886 11276 53
11201 11276 44
4586 11289 163
4780 11289 107
5188 11289 111
5583 11289 99
7275 11289 81
7383 11289 49
