src trg nij
14288 14300 128
233 14302 105
9833 14302 106
11848 14302 97
12387 14302 190
13513 14302 105
13794 14302 84
13798 14302 144
14148 14302 308
14217 14302 109
14236 14302 148
1150 14304 135
9442 14304 140
11623 14304 125
11721 14304 133
12559 14304 172
13906 14304 88
13970 14304 329
14064 14304 105
14086 14304 310
14097 14304 141
14131 14304 270
14157 14304 257
14190 14304 140
14200 14304 273
14278 14304 298
9667 14305 14
1587 14308 104
5574 14308 123
8705 14308 125
8884 14308 107
9720 14308 153
9905 14308 125
11828 14308 111
12571 14308 147
12579 14308 147
13378 14308 90
13663 14308 59
14149 14308 163
14210 14308 114
1132 14311 158
3819 14311 175
4999 14311 169
6568 14311 116
7765 14311 166
8276 14311 156
8686 14311 114
9496 14311 172
9547 14311 102
9992 14311 119
11635 14311 106
11783 14311 78
11815 14311 140
12534 14311 172
12608 14311 151
12748 14311 90
13839 14311 58
13953 14311 114
14055 14311 160
14287 14311 111
11288 14315 29
9361 14317 28
2806 14322 149
3050 14322 217
3553 14322 169
7520 14322 166
7760 14322 151
8417 14322 149
8552 14322 79
9095 14322 166
9196 14322 158
9200 14322 158
9432 14322 147
9649 14322 149
9804 14322 163
9827 14322 158
11546 14322 113
12618 14322 156
13237 14322 86
13251 14322 105
13979 14322 105
14291 14322 141
883 14323 57
4518 14323 61
6425 14323 53
9497 14323 60
11095 14323 61
11627 14323 53
11861 14323 60
11873 14323 57
12580 14323 59
13999 14323 60
2564 14326 107
4455 14326 163
4469 14326 161
4717 14326 97
5907 14326 185
6768 14326 161
9497 14326 204
9719 14326 188
9728 14326 222
9750 14326 212
12554 14326 126
14179 14326 125
14199 14326 131
6682 14342 175
7404 14342 384
8030 14342 158
8060 14342 217
8086 14342 256
9060 14342 217
9563 14342 344
10109 14342 281
10349 14342 128
11725 14342 416
11815 14342 285
12609 14342 185
13854 14342 51
13952 14342 166
13967 14342 227
14146 14342 185
14179 14342 178
14241 14342 217
14319 14342 229
7573 14343 33
8379 14343 34
11762 14343 34
14032 14343 209
9640 14344 129
9739 14344 212
10165 14344 128
11380 14344 107
11587 14344 120
11719 14344 140
11856 14344 121
11882 14344 82
12559 14344 135
7423 14345 32
9706 14345 32
9907 14345 32
11876 14345 30
13880 14345 33
13908 14345 309
4484 14346 92
4650 14346 84
8813 14346 81
9246 14346 84
9406 14346 89
12619 14346 75
13383 14346 196
13498 14346 74
14204 14346 82
14218 14346 67
14328 14346 67
3491 14348 62
3549 14348 63
5525 14348 59
7625 14348 61
9108 14348 62
10281 14348 60
10953 14348 64
11462 14348 57
13794 14348 55
11019 14349 65
11886 14349 62
12349 14349 59
14269 14349 126
2718 14351 88
3121 14351 95
9349 14351 109
11649 14351 116
11716 14351 60
12174 14351 135
12752 14351 64
12960 14351 86
13144 14351 113
13265 14351 56
13283 14351 72
13663 14351 57
13908 14351 78
13944 14351 88
14104 14351 227
14142 14351 102
14229 14351 188
14246 14351 116
14262 14351 191
14291 14351 135
3590 14352 121
3757 14352 117
5759 14352 78
7682 14352 123
9376 14352 121
11640 14352 90
14213 14352 217
9084 14355 22
2885 14361 163
2891 14361 166
3412 14361 178
3435 14361 217
4509 14361 270
6682 14361 138
6735 14361 172
7332 14361 84
7404 14361 243
7599 14361 185
8412 14361 166
8424 14361 212
8708 14361 135
10332 14361 161
10349 14361 107
11618 14361 56
12614 14361 256
13890 14361 169
13985 14361 263
14074 14361 86
14145 14361 535
14147 14361 133
14342 14361 178
276 14363 243
1405 14363 82
4455 14363 181
4959 14363 144
5471 14363 80
5554 14363 158
6767 14363 70
7080 14363 188
8180 14363 156
8384 14363 204
8491 14363 109
8908 14363 108
9911 14363 117
10496 14363 99
10996 14363 107
11009 14363 121
11592 14363 93
11721 14363 161
12578 14363 68
12587 14363 106
12634 14363 58
13829 14363 41
14109 14363 74
14117 14363 87
14135 14363 90
14146 14363 138
14288 14363 153
14300 14363 111
14333 14363 112
687 14372 113
4525 14372 153
6723 14372 151
7371 14372 126
7441 14372 161
7521 14372 208
7713 14372 200
8693 14372 142
9232 14372 140
12547 14372 196
12568 14372 200
12876 14372 73
13996 14372 112
14197 14372 526
14204 14372 149
14286 14372 116
2938 14376 273
3017 14376 507
3308 14376 82
3569 14376 88
11007 14376 87
13461 14377 5
2967 14378 82
12625 14378 39
9356 14380 102
13940 14380 306
14290 14380 231
4944 14381 27
11869 14381 27
13559 14382 14
14099 14382 75
14030 14383 40
13593 14384 36
13866 14384 27
5734 14385 28
11685 14385 30
14199 14385 84
2315 14388 33
5211 14388 35
11705 14388 34
14132 14388 103
11747 14389 54
14378 14389 184
411 14392 44
7400 14392 16
14391 14392 162
14078 14393 142
14014 14394 321
7855 14395 10
14009 14395 127
14110 14395 157
185 14397 10
13955 14397 38
13977 14398 139
11064 14399 44
13655 14399 21
14341 14399 38
7923 14400 25
13901 14400 42
3491 14401 48
3549 14401 48
5968 14401 47
6707 14401 41
7494 14401 42
8711 14401 82
9718 14401 44
13466 14401 43
13939 14401 44
14213 14401 91
1047 14403 77
11456 14403 58
12582 14403 60
14391 14403 145
9855 14404 12
14116 14405 242
5734 14407 39
7589 14407 41
11873 14407 40
9557 14411 6
11636 14411 6
9089 14412 12
11315 14412 12
12639 14412 12
11026 14413 15
270 14414 16
8419 14414 15
11075 14414 15
14169 14416 19
14403 14416 257
10061 14419 49
12561 14419 42
13331 14419 39
7643 14420 20
14378 14420 187
11271 14421 116
13611 14421 12
14397 14421 249
5475 14422 32
5561 14422 39
9672 14422 41
9770 14422 39
9798 14422 41
11346 14422 36
12567 14422 41
14238 14422 77
13878 14423 22
14395 14424 505
9586 14426 10
309 14427 15
13928 14427 124
14014 14427 281
14102 14427 206
14394 14427 393
3515 14429 31
7853 14429 32
11731 14429 32
14358 14429 173
14385 14429 243
3602 14430 26
14429 14430 162
4970 14431 17
11120 14431 17
14374 14431 64
11518 14433 114
12567 14433 80
12629 14433 70
14080 14433 301
14093 14433 194
14200 14433 281
14294 14433 303
8692 14434 44
9089 14434 49
11713 14434 48
13655 14434 43
13866 14434 34
14381 14436 90
14093 14440 234
14433 14440 297
12561 14441 14
4659 14442 41
6772 14442 39
12616 14442 42
14400 14443 461
4118 14444 21
14427 14444 119
8643 14445 33
12590 14445 200
13407 14445 24
13917 14445 149
14011 14445 191
14334 14445 102
14385 14445 322
14441 14445 321
9866 14446 31
14138 14446 29
14443 14446 386
3327 14448 21
7295 14448 21
11616 14448 21
13400 14448 21
14142 14448 163
14155 14448 389
14331 14448 145
14438 14448 235
13617 14452 11
13894 14452 88
14421 14452 476
11754 14453 33
13796 14453 33
4889 14456 30
5734 14456 29
11654 14456 30
12590 14456 380
14359 14456 232
11388 14457 15
14029 14457 67
13541 14459 20
11838 14461 18
309 14465 86
4772 14465 84
6656 14465 76
11486 14465 144
11542 14465 71
12570 14465 168
13399 14465 35
13409 14465 84
13890 14465 218
13912 14465 64
13917 14465 692
13928 14465 663
13954 14465 414
13997 14465 709
14059 14465 247
14151 14465 394
14192 14465 272
14199 14465 68
14281 14465 68
14287 14465 135
14318 14465 245
14325 14465 66
14326 14465 125
14358 14465 254
14385 14465 255
14429 14465 168
14445 14465 212
7227 14467 37
7277 14467 15
13796 14467 15
14385 14468 306
14394 14468 405
14427 14468 941
14429 14468 183
3457 14470 21
14405 14470 223
11172 14472 88
11738 14472 33
9710 14473 22
14250 14473 111
1348 14474 41
7941 14474 78
8525 14474 32
14416 14475 224
13975 14478 197
14194 14478 140
14224 14478 110
14450 14480 145
14035 14483 51
14440 14483 300
2834 14484 27
7495 14484 26
11187 14484 45
13278 14484 23
13430 14484 28
14418 14487 179
7164 14488 55
7285 14488 53
8155 14488 50
13271 14488 48
13593 14488 53
14334 14488 228
14340 14488 193
7035 14489 29
14269 14489 118
14158 14490 249
211 14491 11
13923 14491 37
11378 14492 31
11581 14492 29
12625 14494 31
14403 14494 227
2035 14496 31
14093 14496 110
4482 14498 117
8011 14498 101
9172 14498 108
9535 14498 116
12567 14498 116
12579 14498 112
13218 14498 99
13329 14498 76
13964 14498 99
14204 14498 97
14238 14498 95
14481 14498 173
5847 14499 37
14061 14499 167
14438 14499 414
14448 14499 371
1051 14500 55
13505 14500 54
14403 14500 397
14475 14500 136
6142 14522 94
7762 14522 96
9288 14522 90
9367 14522 496
9415 14522 283
9416 14522 86
11581 14560 10
14525 14560 10
7428 14576 7
14416 14576 217
14475 14576 194
14487 14576 218
14494 14576 96
14432 14577 247
3569 14579 66
11007 14579 65
13561 14579 51
14387 14579 119
3165 14580 95
10866 14580 64
11089 14580 80
11352 14580 84
11432 14580 87
11555 14580 72
11666 14580 92
11823 14580 69
14145 14580 78
14338 14580 84
14498 14580 163
2924 14581 78
3399 14581 86
3505 14581 92
4540 14581 78
4620 14581 85
12546 14581 91
14235 14581 84
14360 14581 143
14061 14582 289
14321 14582 136
14438 14582 147
14448 14582 311
14499 14582 312
14459 14583 232
10936 14585 36
13961 14585 243
12623 14587 17
13202 14587 17
14116 14587 13
3549 14588 26
11754 14588 26
14476 14588 77
14484 14588 69
4644 14589 11
14416 14589 66
1362 14614 833
3366 14614 833
3811 14614 500
6890 14614 769
6901 14614 1111
7407 14614 909
7522 14614 833
7901 14614 1000
8038 14614 588
8225 14614 454
8311 14614 526
8536 14614 192
8680 14614 333
9010 14614 425
9174 14614 588
9308 14614 285
9400 14614 322
9515 14614 833
9590 14614 555
9764 14614 526
9870 14614 312
9894 14614 200
11723 14614 909
13568 14614 500
14205 14614 322
14504 14614 344
14510 14614 1111
14511 14614 1111
14529 14614 526
14534 14614 909
14535 14614 588
14564 14614 909
14568 14614 232
14569 14614 476
14597 14614 1111
14606 14614 416
14612 14614 909
11106 14623 86
11627 14623 71
14226 14623 147
14351 14623 406
14466 14623 166
11625 14624 30
14231 14624 30
7005 14625 55
11386 14625 50
12548 14625 55
13955 14625 169
14020 14625 367
14142 14625 190
14207 14625 173
1033 14626 92
4785 14626 92
4905 14626 91
5711 14626 66
7507 14626 84
9672 14626 91
11201 14626 51
13143 14626 80
13148 14626 61
14572 14626 77
14596 14626 96
14607 14626 71
9803 14627 37
14616 14627 37
14130 14628 295
14396 14628 553
14613 14628 7
11428 14630 45
14439 14630 285
14591 14630 49
12840 14631 43
13917 14631 944
13933 14631 86
13997 14631 450
14011 14631 761
14151 14631 412
14191 14631 139
14192 14631 284
14358 14631 318
14465 14631 642
13801 14632 25
14022 14632 131
14137 14632 252
9568 14633 51
11006 14633 144
11686 14633 52
14069 14633 169
1236 14634 64
10308 14634 63
11546 14634 60
12618 14634 71
13171 14634 66
13985 14634 141
14180 14634 179
14497 14634 223
7136 14636 77
12563 14636 39
14027 14636 645
14050 14636 522
14356 14636 261
14371 14636 506
14487 14637 120
9247 14640 16
13801 14640 15
14447 14640 313
9856 14642 39
13866 14642 29
13961 14642 277
13986 14642 503
14393 14642 260
14419 14642 166
14483 14642 355
14477 14643 255
14542 14644 19
14559 14645 18
865 14646 62
2806 14646 60
9632 14646 58
11582 14646 47
11796 14646 58
14042 14646 47
14300 14646 97
14034 14650 200
14490 14650 578
9898 14651 13
13920 14651 137
3853 14653 28
10867 14653 25
14197 14653 112
14315 14653 179
13896 14654 351
12565 14655 30
5095 14656 60
9709 14656 62
7192 14657 173
8390 14657 23
7035 14660 22
13472 14660 43
14489 14660 324
3510 14661 61
14031 14661 53
14032 14661 76
14147 14661 150
14087 14662 122
14398 14664 299
11095 14665 16
14651 14665 52
14424 14669 233
2733 14673 128
4629 14673 102
4880 14673 147
9108 14673 161
9567 14673 120
11458 14673 103
11642 14673 128
11679 14673 85
11897 14673 114
12231 14673 116
12576 14673 120
12581 14673 92
12685 14673 81
13242 14673 91
14210 14673 119
14239 14673 144
14348 14673 94
14363 14673 104
14387 14673 129
9709 14675 31
14171 14675 101
14220 14675 162
14577 14675 411
8705 14676 158
9624 14676 196
9876 14676 222
9992 14676 140
11552 14676 142
11777 14676 133
11858 14676 200
13730 14676 85
14074 14676 80
14127 14676 156
14063 14677 61
14093 14677 157
14294 14677 454
11761 14679 29
3361 14682 44
3571 14682 43
9653 14682 43
14676 14682 111
11120 14683 22
14374 14683 62
11421 14684 22
13905 14685 320
9507 14686 43
14031 14686 39
14070 14686 83
9710 14687 50
11075 14687 50
12548 14687 50
7440 14689 107
9801 14689 113
11446 14689 97
11588 14689 90
11640 14689 83
11651 14689 107
11670 14689 111
11709 14689 111
11772 14689 112
12519 14689 277
12579 14689 107
13998 14689 90
14213 14689 198
14338 14689 101
7819 14690 57
14603 14690 64
4384 14691 57
14069 14691 281
14417 14691 103
11738 14692 13
14018 14692 98
14439 14692 65
14315 14696 207
14408 14696 285
14005 14697 529
14659 14697 248
9747 14700 10
14651 14700 281
4999 14701 53
11820 14701 46
11886 14701 52
14149 14701 510
14186 14701 328
14330 14701 231
14466 14701 90
14687 14701 52
14544 14704 21
1230 14705 71
4457 14705 71
4645 14705 70
10084 14705 62
13940 14705 165
14186 14705 242
14242 14705 136
14299 14705 176
14686 14705 286
14701 14705 393
7042 14706 47
11811 14706 45
12530 14706 49
14027 14706 366
14545 14706 46
14605 14706 48
14636 14706 413
3592 14708 39
13235 14708 37
14197 14708 155
9830 14710 16
14672 14711 184
14706 14711 313
14234 14712 31
14443 14712 122
14661 14712 270
14483 14715 319
14491 14715 180
11811 14716 38
14168 14716 119
14707 14716 98
5544 14719 101
5628 14719 114
5703 14719 108
7969 14719 120
8363 14719 125
9483 14719 107
9627 14719 112
12526 14719 135
13044 14719 86
13952 14719 93
14132 14719 113
14150 14719 116
14175 14719 103
14209 14719 100
14237 14719 303
14689 14719 131
14694 14719 84
2031 14720 43
5990 14720 40
9856 14720 43
12616 14720 43
14007 14720 214
9709 14722 28
13902 14722 72
13981 14722 197
14025 14722 391
12574 14724 456
14408 14724 193
14655 14724 181
14696 14724 369
11345 14725 42
13789 14725 40
14707 14725 264
5903 14727 21
13916 14727 413
14635 14727 360
14082 14729 379
14432 14729 376
14654 14729 365
14693 14729 398
12616 14730 56
14582 14730 49
3429 14731 49
6686 14731 47
10929 14731 49
11242 14731 371
11654 14731 47
14145 14731 184
14361 14731 308
14532 14731 47
9208 14733 39
11707 14733 39
13801 14733 32
14432 14733 65
12142 14735 46
13955 14735 197
14706 14735 25
4518 14738 68
8548 14738 93
11385 14738 61
11694 14738 66
14014 14739 51
14103 14739 86
8193 14741 108
9644 14741 105
9854 14741 114
11489 14741 88
12576 14741 93
14127 14741 98
14132 14741 98
14204 14741 97
14218 14741 76
14332 14741 103
14354 14741 162
14476 14741 56
14676 14741 80
14628 14745 322
14737 14745 120
12222 14748 33
14416 14748 112
14440 14748 315
13933 14750 266
14441 14750 338
14445 14750 322
14631 14750 226
14714 14750 331
9423 14751 25
14375 14751 228
14552 14751 25
14557 14751 25
12619 14752 41
7747 14753 8
11095 14754 14
12639 14754 14
14462 14755 46
14677 14755 360
14710 14755 106
14715 14755 199
14748 14755 344
7428 14756 13
14602 14756 13
14722 14756 92
7227 14758 102
11113 14758 22
14706 14758 251
7707 14760 16
13572 14760 16
14381 14760 116
14602 14760 16
4549 14762 24
11654 14762 24
11848 14762 24
8147 14763 32
10872 14763 63
11597 14763 32
14661 14763 110
9862 14766 50
11886 14766 48
13541 14766 48
14559 14766 48
14655 14767 192
14706 14767 641
14759 14767 341
11169 14769 17
12548 14769 28
14457 14770 268
14395 14771 367
14726 14773 123
5494 14774 30
13896 14775 457
14654 14775 433
14724 14775 322
14729 14775 566
14736 14775 247
7277 14776 18
7665 14776 18
9527 14777 14
11095 14777 14
11146 14777 14
13547 14777 14
7809 14778 8
12623 14778 16
14377 14778 288
14651 14778 319
14700 14778 207
9294 14779 61
9732 14779 121
9789 14779 92
9834 14779 64
10991 14779 63
11171 14779 59
13879 14779 50
7459 14782 17
9507 14782 17
14392 14782 77
14432 14782 192
8127 14783 42
10045 14783 29
11382 14783 89
11671 14783 33
12344 14783 46
13466 14783 43
14254 14783 108
14013 14785 140
14475 14785 341
9783 14788 40
11852 14788 39
11146 14789 30
14623 14789 434
14755 14789 186
14776 14790 316
14613 14791 9
6059 14792 62
7494 14792 58
7767 14792 67
11680 14792 66
11880 14792 64
14138 14792 63
14403 14792 306
14494 14792 190
14646 14792 137
14480 14794 163
9783 14795 72
12530 14795 72
14419 14795 136
14500 14795 363
13273 14797 29
13472 14797 30
14435 14797 119
13924 14798 51
14014 14798 553
14281 14798 106
14394 14798 455
14427 14798 650
14468 14798 675
3429 14799 49
9835 14799 47
11374 14799 47
11524 14799 48
14731 14799 339
3553 14803 128
4168 14803 73
4981 14803 111
7433 14803 104
8314 14803 100
11718 14803 126
11800 14803 117
12531 14803 62
12572 14803 222
12844 14803 76
14007 14803 224
14238 14803 100
14276 14803 366
14332 14803 108
14709 14803 101
14719 14803 139
7560 14804 29
14324 14804 56
14327 14804 25
14526 14804 30
7408 14805 15
13571 14806 27
11753 14807 22
11761 14807 22
9398 14808 54
9649 14808 54
14401 14808 106
14490 14808 538
14741 14808 157
7535 14809 15
12163 14809 15
14705 14809 171
14781 14809 265
6719 14810 33
7017 14810 35
7402 14810 35
12261 14810 34
14784 14810 69
7698 14812 31
13593 14813 32
14748 14813 237
11388 14815 9
3796 14818 58
14662 14818 297
14724 14818 434
14728 14818 277
14786 14818 90
14807 14818 229
14092 14819 78
14378 14819 91
14440 14819 191
14712 14819 404
14808 14819 223
4320 14821 29
11102 14821 33
14499 14821 71
7065 14822 29
7771 14823 22
9636 14823 22
14030 14823 41
14797 14823 229
7483 14825 33
11898 14825 32
1617 14826 23
14271 14827 180
11339 14828 45
14677 14828 310
14715 14828 252
14659 14829 155
1215 14830 78
3383 14830 100
7388 14830 44
7625 14830 95
9791 14830 86
13298 14830 78
13945 14830 155
14054 14830 82
14132 14830 170
14684 14830 57
14824 14830 50
11775 14831 21
990 14833 9
3612 14833 9
3751 14833 44
14778 14833 167
3512 14835 77
11181 14835 24
11708 14835 68
11728 14835 70
14464 14835 37
9398 14839 42
11597 14839 42
12530 14839 44
12611 14839 113
14701 14839 199
7456 14840 30
10267 14840 26
14732 14840 326
3205 14841 82
3361 14841 41
5768 14841 38
9562 14841 40
9889 14841 41
5677 14842 40
9637 14842 50
11715 14842 49
11886 14842 49
11891 14842 48
3553 14843 80
9591 14843 75
11431 14843 78
11479 14843 68
13561 14843 59
13629 14843 65
14000 14843 198
14095 14843 215
14274 14843 238
14747 14843 125
12631 14845 268
14791 14845 60
14801 14845 530
14772 14846 164
8774 14848 51
11630 14848 43
12616 14848 59
13926 14848 209
14175 14848 153
14825 14848 217
14809 14849 44
14818 14849 217
14533 14850 5
14175 14851 141
14479 14851 148
14819 14851 587
11734 14852 17
13547 14852 17
14525 14852 17
14839 14852 153
14844 14852 268
14654 14854 323
14693 14854 418
14729 14854 498
14775 14854 356
4503 14856 70
6709 14856 64
12567 14856 69
14012 14856 175
14200 14856 171
14351 14856 251
14735 14856 89
14769 14856 293
14809 14857 104
14844 14857 179
11421 14858 28
13789 14858 27
3818 14863 45
9836 14863 45
12552 14863 45
13879 14863 37
14590 14863 45
3212 14864 24
11019 14864 25
14172 14864 168
14745 14866 124
14776 14866 364
14790 14866 234
14806 14866 364
12574 14869 266
14525 14869 14
3407 14878 270
4650 14878 227
6039 14878 217
6101 14878 344
6904 14878 333
9449 14878 238
9644 14878 263
9854 14878 333
11748 14878 208
13415 14878 256
13605 14878 270
14213 14878 243
14225 14878 175
14337 14878 125
14526 14878 333
9561 14879 54
12259 14879 54
1412 14887 500
3307 14887 370
3320 14887 196
9498 14887 178
9563 14887 185
11894 14887 114
12523 14887 166
13319 14887 71
13890 14887 256
13997 14887 153
14226 14887 256
14229 14887 172
14232 14887 217
14246 14887 270
14331 14887 250
14351 14887 125
14358 14887 166
14817 14887 96
14856 14887 64
14862 14887 53
998 14888 238
7361 14888 77
7545 14888 833
7993 14888 270
8180 14888 285
9451 14888 370
10178 14888 135
10183 14888 285
10198 14888 238
10657 14888 227
10989 14888 333
10996 14888 156
11009 14888 188
11301 14888 147
11425 14888 384
11548 14888 454
11683 14888 232
11721 14888 303
12519 14888 140
12764 14888 85
14117 14888 117
14276 14888 222
14294 14888 172
14325 14888 465
14363 14888 208
14648 14888 86
14803 14888 116
14859 14888 86
1265 14907 526
2715 14907 476
2741 14907 416
3466 14907 555
3500 14907 400
5995 14907 250
9214 14907 555
10038 14907 129
12564 14907 133
12609 14907 222
13667 14907 65
13937 14907 105
14054 14907 285
14096 14907 256
14191 14907 212
14236 14907 185
14294 14907 166
14311 14907 147
14558 14907 416
14568 14907 217
14719 14907 126
14747 14907 200
14848 14907 112
6988 14920 95
7278 14920 85
7915 14920 91
12381 14920 90
12548 14920 95
13264 14920 63
13469 14920 76
13565 14920 57
14371 14920 60
6014 14924 78
6022 14924 96
7006 14924 100
7835 14924 109
9860 14924 98
11027 14924 107
11385 14924 94
11988 14924 89
12543 14924 111
13797 14924 60
14709 14924 90
14811 14924 144
14861 14924 75
8324 14935 416
10238 14935 454
10456 14935 62
13915 14935 59
13957 14935 163
14066 14935 32
14694 14935 188
14720 14935 43
14808 14935 56
14867 14935 16
14544 14938 29
3077 14939 277
3885 14939 227
9763 14939 625
10567 14939 81
10763 14939 204
12538 14939 217
12550 14939 400
12609 14939 208
12613 14939 434
13279 14939 117
13958 14939 400
14131 14939 267
14174 14939 263
14191 14939 200
14213 14939 322
14236 14939 175
14278 14939 322
14307 14939 344
14311 14939 140
14366 14939 181
14623 14939 157
14881 14939 384
14905 14939 370
14907 14939 384
14914 14939 270
14158 14944 654
14472 14944 51
14490 14944 356
14819 14944 314
14851 14944 255
14876 14944 33
14896 14944 33
2913 14965 148
7539 14965 79
11619 14965 81
11655 14965 72
14013 14965 179
14650 14965 342
14876 14965 86
14944 14965 279
3466 14971 208
5560 14971 135
7934 14971 212
8198 14971 200
9066 14971 158
9294 14971 196
9463 14971 185
9497 14971 217
9643 14971 192
9648 14971 163
9750 14971 227
11125 14971 238
11440 14971 151
11622 14971 204
11644 14971 125
11855 14971 172
11882 14971 105
12069 14971 128
12080 14971 163
12578 14971 134
12610 14971 196
13210 14971 102
14238 14971 153
14326 14971 116
14332 14971 175
14449 14971 104
14650 14971 94
14779 14971 103
14907 14971 188
14850 14976 270
4287 14977 357
7276 14977 303
7963 14977 250
8695 14977 149
8709 14977 119
8750 14977 175
8759 14977 44
8816 14977 166
9588 14977 101
9617 14977 588
10132 14977 156
12591 14977 102
13952 14977 196
13957 14977 140
14097 14977 98
14232 14977 238
14304 14977 158
14332 14977 370
14646 14977 60
14661 14977 175
14720 14977 83
11768 14988 101
11820 14988 52
14561 14988 62
5457 14999 238
8388 14999 500
8394 14999 129
8795 14999 114
8892 14999 116
9555 14999 232
9930 14999 106
12624 14999 256
13266 14999 48
13382 14999 53
13816 14999 34
14059 14999 102
14165 14999 222
14203 14999 204
14318 14999 100
14334 14999 111
14456 14999 61
14699 14999 51
14847 14999 26
2723 15015 136
9719 15015 208
9720 15015 227
9743 15015 208
9750 15015 238
9755 15015 108
9905 15015 169
11497 15015 161
11570 15015 163
11784 15015 135
13244 15015 125
13997 15015 227
14096 15015 149
14185 15015 410
14221 15015 352
14237 15015 188
14329 15015 365
14370 15015 151
14673 15015 103
14865 15015 123
14939 15015 185
14944 15015 244
14951 15015 243
14965 15015 204
14971 15015 250
5968 15024 69
7870 15024 72
14031 15024 62
869 15039 188
3307 15039 400
7325 15039 333
9093 15039 526
9498 15039 185
9720 15039 555
9905 15039 303
10175 15039 256
11675 15039 344
12586 15039 147
13360 15039 142
13928 15039 190
13997 15039 322
14011 15039 210
14155 15039 183
14191 15039 204
14203 15039 181
14226 15039 270
14232 15039 227
14246 15039 285
14281 15039 222
14284 15039 186
14308 15039 135
14331 15039 263
14351 15039 128
14358 15039 172
14465 15039 400
14631 15039 208
14702 15039 123
14817 15039 198
14887 15039 344
14931 15039 363
14970 15039 588
15002 15039 526
15037 15039 588
346 15041 769
964 15041 666
1079 15041 555
2749 15041 114
2812 15041 625
3079 15041 357
3331 15041 526
3519 15041 769
3576 15041 625
5610 15041 153
7559 15041 666
7674 15041 833
9424 15041 714
9497 15041 625
9719 15041 500
9750 15041 714
13328 15041 303
14154 15041 120
14911 15041 344
14929 15041 526
2748 15046 232
4516 15046 333
9746 15046 333
9990 15046 212
13663 15046 72
13897 15046 158
13955 15046 229
13958 15046 222
13990 15046 163
14201 15046 185
14278 15046 222
14633 15046 138
14676 15046 138
14795 15046 121
14939 15046 232
14971 15046 142
15033 15046 227
15042 15046 277
4453 15049 270
5136 15049 178
9322 15049 169
9389 15049 200
10768 15049 65
12580 15049 243
13355 15049 142
14336 15049 309
14915 15049 408
14930 15049 270
14948 15049 285
15019 15049 166
15041 15049 222
7516 15088 212
9341 15088 161
12627 15088 75
13958 15088 266
14131 15088 270
14191 15088 204
14200 15088 181
14205 15088 277
14236 15088 178
14273 15088 92
14278 15088 333
14280 15088 161
14308 15088 135
14311 15088 142
14623 15088 78
14718 15088 125
14797 15088 61
14907 15088 400
14939 15088 740
15029 15088 526
15033 15088 344
15046 15088 238
808 15102 106
2296 15102 128
3738 15102 66
4191 15102 208
8243 15102 126
9073 15102 243
12519 15102 117
13114 15102 116
13890 15102 212
13900 15102 120
14046 15102 188
14304 15102 133
14448 15102 20
14484 15102 26
14623 15102 72
14646 15102 56
14718 15102 111
14792 15102 61
14795 15102 62
14826 15102 45
9673 15104 36
14296 15104 98
12609 15112 147
13469 15112 76
14054 15112 78
14719 15112 58
14822 15112 116
14848 15112 111
14907 15112 175
14984 15112 93
176 15176 66
492 15176 47
5136 15176 73
7819 15176 74
8277 15176 72
8364 15176 68
8705 15176 75
9509 15176 86
9567 15176 71
9642 15176 85
12234 15176 79
13486 15176 57
13794 15176 72
13815 15176 38
14172 15176 73
15022 15176 80
15105 15176 78
4651 15201 71
4665 15201 136
9088 15201 65
12560 15201 143
14527 15201 76
14880 15201 66
14894 15201 74
15006 15201 170
15086 15201 152
15107 15201 140
15178 15201 69
7548 15205 8
14530 15205 8
14555 15205 8
14620 15205 8
15183 15205 8
5258 15213 23
14700 15213 110
14784 15213 35
14805 15213 47
15027 15213 36
15200 15213 33
5357 15214 128
8316 15214 294
9370 15214 175
10763 15214 172
12613 15214 312
13897 15214 172
13958 15214 235
14058 15214 96
14174 15214 212
14236 15214 151
14278 15214 250
14306 15214 142
14307 15214 147
14661 15214 219
14676 15214 149
14914 15214 217
14939 15214 540
14965 15214 151
15015 15214 158
15033 15214 256
15046 15214 392
15065 15214 144
15088 15214 270
15156 15214 227
15210 15214 370
518 15220 158
2767 15220 196
3659 15220 125
7760 15220 200
8293 15220 222
8790 15220 151
9354 15220 138
9449 15220 169
9559 15220 200
9720 15220 217
9755 15220 106
9905 15220 163
11667 15220 222
12572 15220 178
14210 15220 147
14221 15220 465
14329 15220 357
14332 15220 175
14338 15220 181
14709 15220 156
14779 15220 103
14824 15220 69
14861 15220 92
14980 15220 222
14995 15220 172
15015 15220 379
15029 15220 212
15037 15220 222
15043 15220 208
15062 15220 208
15065 15220 476
15217 15220 106
14728 15225 19
808 15233 107
8312 15233 270
8697 15233 113
9073 15233 250
11289 15233 90
11632 15233 68
11872 15233 101
11883 15233 105
12030 15233 156
12875 15233 57
13087 15233 64
13114 15233 117
13615 15233 84
13977 15233 78
14233 15233 238
14371 15233 120
14498 15233 96
14585 15233 34
14626 15233 79
15054 15233 119
15102 15233 217
14708 15237 18
15189 15237 13
3219 15274 238
3307 15274 285
8006 15274 243
9051 15274 196
9599 15274 238
9788 15274 250
10035 15274 136
10765 15274 128
10871 15274 120
11163 15274 46
11516 15274 149
11535 15274 116
11687 15274 111
13979 15274 163
14127 15274 227
14225 15274 178
14226 15274 212
14246 15274 222
14281 15274 181
14322 15274 123
14325 15274 172
