"covidMeasure","latitude","longitude","name","province","selected","shared name"
"0","42.43817","11.210749","20","GR","false","20"
"0","42.536957","11.342628","13771","GR","false","13771"
"0","42.528816","11.187607","13129","GR","false","13129"
"0","43.76885","11.254444","2226","FI","false","2226"
"0","43.469784","11.041644","4064","SI","false","4064"
"0","43.1803","10.616316","9957","LI","false","9957"
"0","43.10351","10.539479","10775","LI","false","10775"
"0","43.845364","10.510562","13941","LU","false","13941"
"0","44.055145","10.412318","14863","LU","false","14863"
"0","42.455","11.420439","13278","GR","false","13278"
"1","42.634514","11.66964","13336","GR","false","13336"
"0","42.39467","11.205393","1171","GR","false","1171"
"0","42.438522","11.170824","12977","GR","false","12977"
"0","42.437878","11.210114","675","GR","false","675"
"0","44.207367","9.969542","7142","MS","false","7142"
"0","43.98033","10.14442","4329","MS","false","4329"
"0","44.079437","10.09877","7206","MS","false","7206"
"0","43.508255","11.710002","12603","AR","false","12603"
"0","43.89635","10.235763","14094","LU","false","14094"
"0","42.763416","10.400055","11374","LI","false","11374"
"0","43.2696","10.597357","10581","LI","false","10581"
"0","43.15317","10.539919","10225","LI","false","10225"
"0","43.715973","10.404297","11220","PI","false","11220"
"0","43.42168","11.13911","5653","SI","false","5653"
"1","44.20767","9.870593","4296","MS","false","4296"
"0","42.534615","11.335096","13354","GR","false","13354"
"0","42.521538","11.191462","13857","GR","false","13857"
"0","42.39424","11.204996","1109","GR","false","1109"
"0","43.77655","11.254348","2401","FI","false","2401"
"0","43.711056","11.219722","2549","FI","false","2549"
"1","42.76365","10.39971","10523","LI","false","10523"
"0","42.815533","10.427296","10524","LI","false","10524"
"0","43.93753","10.19496","15548","LU","false","15548"
"0","42.393265","11.205063","21","GR","false","21"
"0","42.394897","11.2036","12908","GR","false","12908"
"0","42.39046","11.2081","1092","GR","false","1092"
"0","43.29409","10.49798","9929","LI","false","9929"
"0","43.313686","10.515661","10589","LI","false","10589"
"0","43.160416","10.609537","10826","LI","false","10826"
"0","43.321774","11.332598","3693","SI","false","3693"
"1","43.316513","11.334719","3671","SI","false","3671"
"0","43.313633","11.328082","4095","SI","false","4095"
"0","43.316326","11.293375","3904","SI","false","3904"
"0","43.32411","11.327903","4120","SI","false","4120"
"0","43.31518","11.330495","4121","SI","false","4121"
"0","42.922886","10.757962","13684","GR","false","13684"
"0","43.31759","11.33142","4034","SI","false","4034"
"0","43.317978","11.33526","3921","SI","false","3921"
"0","43.321877","11.332688","3738","SI","false","3738"
"0","43.317127","11.352208","4791","SI","false","4791"
"0","43.216446","11.752363","5307","SI","false","5307"
"1","43.32218","11.330473","3673","SI","false","3673"
"0","43.101162","10.53792","11028","LI","false","11028"
"1","42.99849","10.51813","10216","LI","false","10216"
"0","43.10251","10.538908","10784","LI","false","10784"
"0","43.099438","10.538786","10812","LI","false","10812"
"0","43.303196","10.486745","10751","LI","false","10751"
"0","43.70224","11.46491","7301","FI","false","7301"
"0","43.564663","11.529306","12465","AR","false","12465"
"0","43.395508","10.426183","11678","LI","false","11678"
"0","43.79583","11.307269","1729","FI","false","1729"
"0","43.715656","10.393294","11171","PI","false","11171"
"0","43.71987","10.3985","9826","PI","false","9826"
"0","43.71401","10.39656","8924","PI","false","8924"
"1","43.657455","11.186758","2391","FI","false","2391"
"0","42.391586","11.206772","13358","GR","false","13358"
"1","43.76699","11.274977","3261","FI","false","3261"
"0","42.84572","10.892466","12975","GR","false","12975"
"0","43.739616","11.285883","2007","FI","false","2007"
"0","43.553024","10.306659","11458","LI","false","11458"
"0","43.88022","11.099899","9161","PO","false","9161"
"0","44.004772","10.151044","4421","MS","false","4421"
"1","43.787064","11.269944","6340","FI","false","6340"
"0","43.680252","10.348733","8668","PI","false","8668"
"0","43.84158","11.319935","1885","FI","false","1885"
"0","43.86657","10.252964","14766","LU","false","14766"
"0","42.897575","11.764006","3750","SI","false","3750"
"1","43.814545","10.675812","14634","LU","false","14634"
"0","42.82148","11.222421","13171","GR","false","13171"
"0","42.553642","11.134553","854","GR","false","854"
"0","42.55458","11.13422","13301","GR","false","13301"
"0","42.924717","10.529667","10246","LI","false","10246"
"0","43.78179","11.277025","1879","FI","false","1879"
"0","43.928024","11.467103","2219","FI","false","2219"
"1","43.77143","11.266357","3309","FI","false","3309"
"0","42.845722","10.891382","13837","GR","false","13837"
"0","43.769894","11.254758","2003","FI","false","2003"
"0","43.552925","10.305671","11509","LI","false","11509"
"0","42.921036","10.757811","1073","GR","false","1073"
"1","42.92152","10.757661","13122","GR","false","13122"
"0","42.79611","10.82779","13645","GR","false","13645"
"0","43.02255","11.028368","13314","GR","false","13314"
"1","42.858334","10.971517","13024","GR","false","13024"
"0","43.024723","11.108333","12905","GR","false","12905"
"0","42.890266","10.790251","13353","GR","false","13353"
"1","43.77655","11.257104","2272","FI","false","2272"
"0","43.772877","11.255009","3277","FI","false","3277"
"0","43.795876","11.210647","1366","FI","false","1366"
"0","42.884094","10.783789","13721","GR","false","13721"
"0","43.920647","10.769413","771","PT","false","771"
"0","43.905804","10.215353","13923","LU","false","13923"
"0","43.958004","10.230099","14818","LU","false","14818"
"0","42.43937","11.479844","12892","GR","false","12892"
"0","42.41387","11.369764","13010","GR","false","13010"
"0","43.895573","10.223583","13942","LU","false","13942"
"0","43.89183","10.222424","14355","LU","false","14355"
"0","43.864857","10.245083","14667","LU","false","14667"
"0","43.89683","10.222239","14796","LU","false","14796"
"0","43.8969","10.223753","15746","LU","false","15746"
"0","42.416336","11.279421","1029","GR","false","1029"
"0","42.44937","11.251046","13754","GR","false","13754"
"0","42.88700463100137","11.637353222222218","4962","SI","false","4962"
"0","43.744167","11.231256","1417","FI","false","1417"
"0","43.77132","11.235843","1365","FI","false","1365"
"0","43.332684","11.724058","12408","AR","false","12408"
"0","43.620537","10.291555","8559","PI","false","8559"
"0","43.684948","11.130556","3197","FI","false","3197"
"0","43.16046","10.609071","11638","LI","false","11638"
"0","42.92274","10.525709","11870","LI","false","11870"
"0","43.78101","11.094481","6067","FI","false","6067"
"0","43.85213","11.215611","1969","FI","false","1969"
"0","43.975388","11.290511","3568","FI","false","3568"
"0","43.01597","11.946909","3649","SI","false","3649"
"0","43.67344","11.212499","2171","FI","false","2171"
"0","43.818974","10.262024","14110","LU","false","14110"
"1","43.29925","10.493787","10435","LI","false","10435"
"0","42.738026","11.297946","13806","GR","false","13806"
"0","43.873837","11.062818","9001","PO","false","9001"
"0","43.98905","11.097661","9110","PO","false","9110"
"0","43.88043","10.77694","2945","PT","false","2945"
"0","44.04733","11.15268","8985","PO","false","8985"
"0","43.09063","11.034025","13811","GR","false","13811"
"0","42.992363","11.064259","13244","GR","false","13244"
"0","43.027676","11.079597","13174","GR","false","13174"
"0","43.760418","11.242164","3394","FI","false","3394"
"0","43.749367","11.234469","6860","FI","false","6860"
"0","43.760742","11.179292","6233","FI","false","6233"
"0","43.76731","11.241706","2028","FI","false","2028"
"0","43.76812","11.311944","1688","FI","false","1688"
"0","42.75923","10.312249","10196","LI","false","10196"
"0","43.77139","11.266389","2189","FI","false","2189"
"0","43.76956","11.260979","2345","FI","false","2345"
"0","43.483395","11.149138","5507","SI","false","5507"
"0","43.753323","11.189749","2631","FI","false","2631"
"1","43.75338","11.19001","1921","FI","false","1921"
"0","43.765278","11.171249","3162","FI","false","3162"
"0","43.770496","11.271733","992","FI","false","992"
"0","43.76415","11.17246","5843","FI","false","5843"
"0","43.83765","10.95666","2687","PT","false","2687"
"0","43.7716","11.233247","6497","FI","false","6497"
"0","43.75399","11.19145","6420","FI","false","6420"
"1","43.767857","11.221312","6599","FI","false","6599"
"0","43.75759","11.182636","46","FI","false","46"
"0","43.648323","11.204683","1948","FI","false","1948"
"1","43.75872","11.241148","2421","FI","false","2421"
"0","42.76264","10.876899","13127","GR","false","13127"
"0","43.93307","11.466771","2359","FI","false","2359"
"0","43.675457","11.21535","1740","FI","false","1740"
"0","43.758263","11.182147","6547","FI","false","6547"
"0","43.719765","10.943308","772","FI","false","772"
"0","43.847157","11.174815","25","FI","false","25"
"0","43.905834","10.832592","2941","PT","false","2941"
"0","43.774853","11.119646","7577","FI","false","7577"
"0","43.76475","11.301575","456","FI","false","456"
"0","43.908176","11.084398","9164","PO","false","9164"
"0","43.87402","11.101501","9405","PO","false","9405"
"0","43.85787","10.585183","14093","LU","false","14093"
"0","43.932716","10.91621","452","PT","false","452"
"0","43.77943","11.24112","2047","FI","false","2047"
"0","43.93277","10.916339","502","PT","false","502"
"0","43.932743","10.917364","3101","PT","false","3101"
"0","43.934536","10.915807","776","PT","false","776"
"1","43.84288","10.505591","14418","LU","false","14418"
"0","43.885555","10.764771","459","PT","false","459"
"0","43.92934","10.91924","3273","PT","false","3273"
"0","42.967842","10.551925","10947","LI","false","10947"
"0","42.92319","10.52744","10009","LI","false","10009"
"0","42.922035","10.523848","10305","LI","false","10305"
"0","43.777187","11.256312","2313","FI","false","2313"
"0","43.943703","11.418653","1031","FI","false","1031"
"0","44.013023","11.407168","6406","FI","false","6406"
"0","44.095608","11.439853","6731","FI","false","6731"
"0","42.73375","11.095628","1160","GR","false","1160"
"0","42.71861","10.981738","1460","GR","false","1460"
"0","42.72855429577464","10.985813253521124","78","GR","false","78"
"0","43.99418","11.343364","7429","FI","false","7429"
"0","44.111145","11.385386","2362","FI","false","2362"
"0","43.95547","11.38653","6145","FI","false","6145"
"0","43.961155","11.354758","1957","FI","false","1957"
"0","43.767883","11.297125","645","FI","false","645"
"1","43.274876","11.985132","12577","AR","false","12577"
"0","43.83984","11.106329","9004","PO","false","9004"
"0","43.86013","11.16303","6544","FI","false","6544"
"0","43.818733","10.260181","15499","LU","false","15499"
"0","43.827835","11.039203","9342","PO","false","9342"
"0","43.87912","10.82937","2985","PT","false","2985"
"0","43.935936","10.913901","397","PT","false","397"
"0","43.17667","10.539626","10658","LI","false","10658"
"0","43.882484","10.979854","481","PT","false","481"
"0","43.842316","11.007421","2925","PT","false","2925"
"0","43.938602","10.913252","2703","PT","false","2703"
"0","43.994232","10.852973","2805","PT","false","2805"
"0","43.9041","10.91946","3118","PT","false","3118"
"0","43.941532","10.913122","3027","PT","false","3027"
"0","43.938072","10.910406","510","PT","false","510"
"0","43.93399","10.915481","2946","PT","false","2946"
"0","43.719494","10.947856","6561","FI","false","6561"
"0","43.882454","11.098222","9135","PO","false","9135"
"0","43.76903","11.261661","1765","FI","false","1765"
"0","43.85361","10.981944","3095","PT","false","3095"
"0","43.880505","11.099076","9021","PO","false","9021"
"1","43.077248","11.678494","4142","SI","false","4142"
"0","43.87646","11.093492","9039","PO","false","9039"
"0","43.77108","11.237104","2300","FI","false","2300"
"0","43.814198","11.019299","9328","PO","false","9328"
"0","43.9326","10.919169","565","PT","false","565"
"0","43.865406","11.110972","8957","PO","false","8957"
"0","43.774265","11.262778","6480","FI","false","6480"
"0","43.90616","10.814986","548","PT","false","548"
"0","43.87842","11.09527","9353","PO","false","9353"
"1","43.771084","11.266476","2523","FI","false","2523"
"0","43.45805","10.36736","11448","LI","false","11448"
"0","43.935635","10.19097","14745","LU","false","14745"
"0","43.71904","10.94686","286","FI","false","286"
"0","43.769196","11.240455","2479","FI","false","2479"
"0","43.732334","11.069975","6669","FI","false","6669"
"0","44.080097","11.116836","9152","PO","false","9152"
"1","43.77053","11.262961","2212","FI","false","2212"
"0","43.803722","11.279264","2340","FI","false","2340"
"0","43.868114","11.603604","1883","FI","false","1883"
"0","43.97541","10.944689","477","PT","false","477"
"0","43.796093","11.205733","1978","FI","false","1978"
"0","43.2258","11.801574","13494","AR","false","13494"
"0","43.39001","11.223281","3651","SI","false","3651"
"0","43.74773","11.175125","577","FI","false","577"
"1","43.778973","11.251466","1980","FI","false","1980"
"0","43.318348","11.333474","5455","SI","false","5455"
"0","43.629803","10.294089","8837","PI","false","8837"
"1","43.77253","11.258095","1833","FI","false","1833"
"0","43.287357","11.601897","4038","SI","false","4038"
"0","43.094265","11.782342","3966","SI","false","3966"
"0","43.84004","10.50221","14589","LU","false","14589"
"0","43.69653","11.050074","2488","FI","false","2488"
"1","43.10128","10.538128","10636","LI","false","10636"
"0","43.09417","10.538989","10695","LI","false","10695"
"0","43.69637277687998","10.531679","8635","PI","false","8635"
"0","43.6462","11.975456","12474","AR","false","12474"
"0","43.725","10.390485","8592","PI","false","8592"
"0","43.962433","11.325397","1927","FI","false","1927"
"1","43.71971","11.040246","3322","FI","false","3322"
"0","44.07296","11.270036","6488","FI","false","6488"
"0","43.543","11.17213","2245","FI","false","2245"
"0","43.61144","11.213842","2430","FI","false","2430"
"0","43.66336466584185","10.647492","8262","PI","false","8262"
"0","43.7199","10.945615","834","FI","false","834"
"0","43.676113","10.320728","8545","PI","false","8545"
"0","43.77108","11.26119","2635","FI","false","2635"
"0","43.07072","10.539297","10160","LI","false","10160"
"0","43.87436","11.06298","9334","PO","false","9334"
"0","44.11217","11.401341","1855","FI","false","1855"
"0","44.005333","11.278114","1340","FI","false","1340"
"0","43.754","11.192901","6356","FI","false","6356"
"0","43.862965","10.678268","14397","LU","false","14397"
"0","44.033466","11.375634","2234","FI","false","2234"
"1","43.07661","11.680131","3687","SI","false","3687"
"0","43.71115421428572","10.522005","7962","PI","false","7962"
"0","43.86402","11.234485","680","FI","false","680"
"0","42.998806","10.792778","10736","LI","false","10736"
"0","42.92515","10.755062","13719","GR","false","13719"
"0","43.887623","10.765567","3042","PT","false","3042"
"0","42.91777","10.762007","13311","GR","false","13311"
"0","44.04383","10.118331","4417","MS","false","4417"
"0","44.00483","10.109411","3813","MS","false","3813"
"0","44.11613","10.6909","2869","PT","false","2869"
"0","43.772247","11.25557","2322","FI","false","2322"
"0","43.88993","11.08832","9378","PO","false","9378"
"0","43.786495","11.250319","1423","FI","false","1423"
"0","43.478348","11.868656","12158","AR","false","12158"
"0","43.773037","11.431659","409","FI","false","409"
"0","43.82687","11.49075","1305","FI","false","1305"
"0","43.462143","11.879808","12784","AR","false","12784"
"0","43.981464","10.137611","4170","MS","false","4170"
"0","43.9832","10.135808","4407","MS","false","4407"
"0","43.88039","11.0969","9345","PO","false","9345"
"0","43.804474","10.988822","9124","PO","false","9124"
"0","43.8802","11.099928","9114","PO","false","9114"
"0","43.299644","10.491505","10085","LI","false","10085"
"0","43.86277","11.08659","9415","PO","false","9415"
"0","43.92221","10.20474","14197","LU","false","14197"
"0","43.872807","10.244475","14560","LU","false","14560"
"0","43.923115","10.203742","14375","LU","false","14375"
"1","43.920002","10.204561","14708","LU","false","14708"
"0","43.76804","11.250628","2844","FI","false","2844"
"0","43.88315","11.091413","9017","PO","false","9017"
"0","43.880615","11.098775","8958","PO","false","8958"
"0","43.769398","11.245434","2082","FI","false","2082"
"0","43.95451","10.901454","604","PT","false","604"
"0","43.939617","10.311803","14303","LU","false","14303"
"0","43.85359","10.244081","14098","LU","false","14098"
"0","43.847916","11.143806","3248","FI","false","3248"
"0","43.87625","11.097106","9116","PO","false","9116"
"0","43.888165","11.080832","9169","PO","false","9169"
"0","43.863605","11.110268","9022","PO","false","9022"
"0","43.274963","11.984097","12428","AR","false","12428"
"0","43.847275","10.968894","2910","PT","false","2910"
"0","43.83438","11.188456","1002","FI","false","1002"
"0","43.84104","11.16573","3239","FI","false","3239"
"0","43.856594","11.115476","9398","PO","false","9398"
"0","43.8816","10.999617","447","PT","false","447"
"0","43.87027","10.245121","14436","LU","false","14436"
"0","43.859253","11.0842","9313","PO","false","9313"
"0","43.88982","11.101382","14553","PO","false","14553"
"0","43.951694","11.035333","733","PT","false","733"
"0","43.955086","11.038238","2751","PT","false","2751"
"0","43.929813","10.906936","367","PT","false","367"
"0","43.783253","11.271944","3605","FI","false","3605"
"0","43.8923","10.226032","15421","LU","false","15421"
"0","42.76319","10.8823","1242","GR","false","1242"
"0","43.791935","11.230669","6668","FI","false","6668"
"0","43.794918","11.247813","671","FI","false","671"
"1","43.77437","11.254922","2392","FI","false","2392"
"0","43.84199","10.501088","14624","LU","false","14624"
"0","42.925095","10.52808","10527","LI","false","10527"
"0","43.0573","11.49088","5443","SI","false","5443"
"0","43.86192","11.13707","9391","PO","false","9391"
"0","43.54896","10.304509","10884","LI","false","10884"
"0","43.839848","11.190246","6552","FI","false","6552"
"0","43.945023","11.214035","2098","FI","false","2098"
"0","43.946053","11.213799","2653","FI","false","2653"
"0","43.83596","11.19202","6248","FI","false","6248"
"0","43.86101","11.299022","3528","FI","false","3528"
"0","43.761703","11.309168","1519","FI","false","1519"
"0","43.83762","11.17397","7545","FI","false","7545"
"1","43.77113","11.261222","3532","FI","false","3532"
"0","42.66565","11.503807","13014","GR","false","13014"
"0","42.634735","11.666899","13723","GR","false","13723"
"0","43.7667","11.248441","2555","FI","false","2555"
"0","43.865868","10.252403","13913","LU","false","13913"
"0","43.93881","10.920294","2918","PT","false","2918"
"0","42.795444","10.272547","10503","LI","false","10503"
"0","42.75031","10.242337","10629","LI","false","10629"
"0","43.47218","11.281431","3917","SI","false","3917"
"0","43.460903","11.160896","5555","SI","false","5555"
"0","43.4689","11.1452","4877","SI","false","4877"
"0","42.884945","10.784697","1098","GR","false","1098"
"0","42.93028","10.78011","1246","GR","false","1246"
"0","43.45089","11.027781","3640","SI","false","3640"
"0","43.261654","11.043592","3930","SI","false","3930"
"1","43.46073","11.290578","3958","SI","false","3958"
"0","43.402737","11.175058","5556","SI","false","5556"
"0","43.38514","11.480804","3647","SI","false","3647"
"0","43.314716","11.335272","4106","SI","false","4106"
"0","43.435616","11.306994","4123","SI","false","4123"
"1","43.561016","11.106192","2178","FI","false","2178"
"0","43.7725","11.212084","5918","FI","false","5918"
"0","43.878056","11.100278","9034","PO","false","9034"
"0","43.857304","10.984033","2952","PT","false","2952"
"0","43.904716","11.111151","9162","PO","false","9162"
"0","43.88489","11.087803","9138","PO","false","9138"
"0","43.882526","11.097694","8938","PO","false","8938"
"0","43.87611","11.100717","9121","PO","false","9121"
"0","43.880005","11.101339","9376","PO","false","9376"
"0","43.925396","10.201952","14628","LU","false","14628"
"0","43.8468","11.175384","6913","FI","false","6913"
"0","43.900375","10.219618","14352","LU","false","14352"
"0","43.859043","11.120821","9254","PO","false","9254"
"0","43.93801","10.91038","3073","PT","false","3073"
"0","43.88933","11.095617","9131","PO","false","9131"
"0","43.922688","11.033146","9310","PO","false","9310"
"0","43.88729","11.100684","9333","PO","false","9333"
"0","43.776356","11.250756","1898","FI","false","1898"
"1","43.729572","11.223395","2607","FI","false","2607"
"0","43.719166","10.948333","1349","FI","false","1349"
"0","43.772667","11.257382","2625","FI","false","2625"
"0","43.62639","10.292333","8827","PI","false","8827"
"1","43.644276","10.285785","8329","PI","false","8329"
"0","43.887802","11.316781","3421","FI","false","3421"
"0","43.6790411856604","10.864407","8210","PI","false","8210"
"0","43.73684","10.96394","5996","FI","false","5996"
"1","43.776268","11.145112","6259","FI","false","6259"
"0","44.001385","11.396765","2491","FI","false","2491"
"0","43.777004","11.251428","1009","FI","false","1009"
"0","43.77514","11.243892","1632","FI","false","1632"
"1","43.77511","11.243488","1785","FI","false","1785"
"0","43.790672","11.24414","6219","FI","false","6219"
"0","42.716824","10.982032","1021","GR","false","1021"
"0","42.71937","10.979927","13722","GR","false","13722"
"0","43.651775","11.468568","3593","FI","false","3593"
"0","43.38993","10.429525","10053","LI","false","10053"
"0","43.880745","11.100897","8934","PO","false","8934"
"0","43.776306","11.250723","2613","FI","false","2613"
"0","43.87155","10.240101","14435","LU","false","14435"
"0","42.522034","11.189806","13735","GR","false","13735"
"0","42.598484","11.29336","13176","GR","false","13176"
"0","43.877476","10.236306","14797","LU","false","14797"
"0","43.822056","10.969239","2956","PT","false","2956"
"0","43.865818","10.902386","377","PT","false","377"
"0","43.932007","10.937092","2961","PT","false","2961"
"0","42.56652","11.16982","67","GR","false","67"
"0","44.0785","10.887894","610","PT","false","610"
"0","42.76364","11.11143","312","GR","false","312"
"0","42.63506","11.67583","1459","GR","false","1459"
"0","42.68261","11.713846","13760","GR","false","13760"
"0","43.914265","11.0099","3125","PT","false","3125"
"0","43.81324","11.01924","8968","PO","false","8968"
"0","43.790325","11.00405","9388","PO","false","9388"
"0","43.42352","11.121681","5625","SI","false","5625"
"0","43.72191","10.95088","6122","FI","false","6122"
"0","43.677708","11.444255","2159","FI","false","2159"
"1","42.745644","10.378648","10788","LI","false","10788"
"0","42.76551","10.396649","10869","LI","false","10869"
"0","42.74562","10.378174","11804","LI","false","11804"
"0","43.874935","11.101937","9005","PO","false","9005"
"0","43.84633","10.97627","3249","PT","false","3249"
"0","43.89581","11.06822","9296","PO","false","9296"
"0","43.88791","11.09826","9371","PO","false","9371"
"0","43.110653","10.539733","10069","LI","false","10069"
"0","43.10202","10.5389","11008","LI","false","11008"
"0","43.866665","11.617202","2227","FI","false","2227"
"0","44.079037","11.617951","2127","FI","false","2127"
"0","43.757954","11.291775","1856","FI","false","1856"
"0","44.04552","10.064857","4379","MS","false","4379"
"0","44.08553","10.154728","7237","MS","false","7237"
"0","43.877308","10.23723","14248","LU","false","14248"
"0","43.076344","11.680751","3994","SI","false","3994"
"0","43.792225","11.551397","6641","FI","false","6641"
"0","43.928032","11.504172","2136","FI","false","2136"
"0","43.878883","10.78658","582","PT","false","582"
"0","43.8803","10.71628","2731","PT","false","2731"
"0","43.874836","10.800775","3013","PT","false","3013"
"0","43.88457","10.7605","3456","PT","false","3456"
"0","43.78912","10.512638","14483","LU","false","14483"
"1","42.943188","10.703863","10123","LI","false","10123"
"0","43.866978","10.249305","14844","LU","false","14844"
"0","42.92472","10.528681","11621","LI","false","11621"
"0","43.028255","10.602534","10639","LI","false","10639"
"0","43.058853","10.617219","10062","LI","false","10062"
"0","43.09297","10.642727999999998","10795","LI","false","10795"
"0","43.090836655914","10.541364440860212","11015","LI","false","11015"
"0","43.03528","10.529437","10767","LI","false","10767"
"0","43.93213","10.93052","3310","PT","false","3310"
"1","43.771137","11.266455","2819","FI","false","2819"
"0","43.86083","11.108321","9011","PO","false","9011"
"0","43.873383","11.101144","9188","PO","false","9188"
"0","44.07752","11.281397","6887","FI","false","6887"
"0","43.86312","11.16561","5955","FI","false","5955"
"0","43.7221","10.947264","3187","FI","false","3187"
"1","43.774773","11.252318","446","FI","false","446"
"0","43.719364","10.948856","5894","FI","false","5894"
"0","43.95806","11.38451","5849","FI","false","5849"
"0","44.11161","11.28243","2326","FI","false","2326"
"1","43.876072","11.099865","9016","PO","false","9016"
"0","43.833393","10.494985","15755","LU","false","15755"
"0","43.48811","10.329557","10289","LI","false","10289"
"0","43.773945","11.246102","2381","FI","false","2381"
"0","43.914165","11.026389","8978","PO","false","8978"
"0","43.932774","10.915974","462","PT","false","462"
"0","43.89743","11.112336","9134","PO","false","9134"
"0","43.80725","11.290263","2501","FI","false","2501"
"0","43.840446","10.514635","14785","LU","false","14785"
"0","43.76798","11.27474","6292","FI","false","6292"
"0","43.965153","11.298996","1768","FI","false","1768"
"0","43.8767","11.09376","9119","PO","false","9119"
"0","44.1226","10.775916","490","PT","false","490"
"0","43.91919","10.571251","13955","LU","false","13955"
"0","43.35209","10.456551","11579","LI","false","11579"
"0","43.886314","11.049202","9350","PO","false","9350"
"0","43.862473","11.110974","8977","PO","false","8977"
"0","43.83604","10.360866","14781","LU","false","14781"
"0","44.03823","10.038052","3864","MS","false","3864"
"0","44.02747","10.06861","4666","MS","false","4666"
"0","43.95659","10.232453","14434","LU","false","14434"
"0","43.891823","11.013388","2681","PT","false","2681"
"0","43.794086","11.100946","7321","FI","false","7321"
"0","43.876114","11.082734","9142","PO","false","9142"
"0","43.714756","10.401698","9100","PI","false","9100"
"0","43.713406","10.400214","11267","PI","false","11267"
"0","43.72209","10.94769","998","FI","false","998"
"1","43.72108","10.947368","1761","FI","false","1761"
"0","43.723957","11.292974","254","FI","false","254"
"0","43.299236","10.492222","10482","LI","false","10482"
"0","43.53753","10.32912","11892","LI","false","11892"
"0","43.546528","10.30535","9989","LI","false","9989"
"0","43.458683","10.365156","10443","LI","false","10443"
"0","43.7633","11.273791","1759","FI","false","1759"
"0","43.86847","11.104547","8973","PO","false","8973"
"0","43.879234","11.094425","9304","PO","false","9304"
"0","42.773335","10.242269","10437","LI","false","10437"
"0","43.872726","11.098403","8929","PO","false","8929"
"0","43.88181","11.09582","14509","PO","false","14509"
"0","42.814457","10.318392","10599","LI","false","10599"
"0","42.814774","10.331258","10870","LI","false","10870"
"1","43.66401786432777","10.64159","8919","PI","false","8919"
"0","44.018513","10.445809","14246","LU","false","14246"
"0","43.551685","10.305036","10564","LI","false","10564"
"0","43.81594","10.675722","14405","LU","false","14405"
"0","44.207596","10.234586","15465","LU","false","15465"
"0","43.332355","11.724153","12498","AR","false","12498"
"0","42.81464","10.32498","11454","LI","false","11454"
"0","43.99254","11.269091","410","FI","false","410"
"0","43.774845","11.252551","1970","FI","false","1970"
"0","43.67814","11.293183","412","FI","false","412"
"0","43.461666","10.366932","10782","LI","false","10782"
"0","43.405834","10.409197","10409","LI","false","10409"
"0","42.657078","11.674628","13768","GR","false","13768"
"0","43.726818","11.200683","3196","FI","false","3196"
"0","44.007835","10.098458","4282","MS","false","4282"
"0","44.00305","10.10654","4604","MS","false","4604"
"0","42.76525","10.398549","11335","LI","false","11335"
"0","43.66733","11.132022","1838","FI","false","1838"
"0","43.672493","11.103767","2261","FI","false","2261"
"0","43.954582","11.101594","9171","PO","false","9171"
"0","43.321606","11.332047","3712","SI","false","3712"
"0","43.90269","11.00914","3107","PT","false","3107"
"0","43.424305","11.845958","12782","AR","false","12782"
"0","43.770607","11.255901","2148","FI","false","2148"
"0","43.42406","11.182117","3728","SI","false","3728"
"0","43.771404","11.265384","2368","FI","false","2368"
"0","43.770527","11.266455","1427","FI","false","1427"
"0","43.843323","10.50138","14500","LU","false","14500"
"0","43.848003","10.473464","15015","LU","false","15015"
"0","43.84525","10.51073","15727","LU","false","15727"
"0","43.864216","10.249986","14760","LU","false","14760"
"0","43.860687","10.247941","14402","LU","false","14402"
"0","43.093075","11.782157","3923","SI","false","3923"
"0","43.12200574117647","11.083693","4942","SI","false","4942"
"0","43.056747","11.489537","5639","SI","false","5639"
"0","42.745174","10.378523","10206","LI","false","10206"
"0","43.475956","11.137257","4839","SI","false","4839"
"1","43.53876","10.302202","10611","LI","false","10611"
"0","43.548073","11.567789","12104","AR","false","12104"
"0","43.486767","11.373657","4080","SI","false","4080"
"0","43.628944","11.463028","7519","FI","false","7519"
"0","42.92236","10.754006","958","GR","false","958"
"0","42.920452","10.755556","976","GR","false","976"
"0","42.922974","10.758178","13732","GR","false","13732"
"0","43.773335","11.233811","2601","FI","false","2601"
"0","43.31339","10.51599","10284","LI","false","10284"
"0","43.298405","10.495236","10300","LI","false","10300"
"0","43.29962","10.49351","11730","LI","false","11730"
"0","43.299168","10.49411","10705","LI","false","10705"
"0","42.921925","10.759598","13310","GR","false","13310"
"0","43.770092","11.253488","2536","FI","false","2536"
"0","43.771744","11.246508","2551","FI","false","2551"
"0","43.540646","12.053407","12650","AR","false","12650"
"1","42.83091","11.586204","13766","GR","false","13766"
"0","44.079845","10.794145","3459","PT","false","3459"
"0","43.754105","11.308186","1914","FI","false","1914"
"0","43.9204","10.91739","375","PT","false","375"
"0","43.322468","11.320935","3949","SI","false","3949"
"0","43.320118","11.328003","5611","SI","false","5611"
"1","43.31543","11.331763","3848","SI","false","3848"
"0","43.3306","11.32438","5062","SI","false","5062"
"0","43.325523","11.327225","5650","SI","false","5650"
"0","43.781796","11.235807","1754","FI","false","1754"
"0","43.756084","11.305093","7079","FI","false","7079"
"0","43.73061","11.34479","248","FI","false","248"
"0","43.88072","11.096932","9389","PO","false","9389"
"0","43.658558","11.295391","1745","FI","false","1745"
"0","43.307102","10.519519","10871","LI","false","10871"
"0","43.17765","10.539129","10426","LI","false","10426"
