index,PI-positivi,PI-deceduti,PO-positivi,PO-deceduti,LI-positivi,LI-deceduti,FI-positivi,FI-deceduti,AR-positivi,AR-deceduti,PT-positivi,PT-deceduti,GR-positivi,GR-deceduti,MS-positivi,MS-deceduti,SI-positivi,SI-deceduti,LU-positivi,LU-deceduti,PI-new_positivi,PO-new_positivi,LI-new_positivi,FI-new_positivi,AR-new_positivi,PT-new_positivi,GR-new_positivi,MS-new_positivi,SI-new_positivi,LU-new_positivi
2021-05-22,29003,694.0,22304,584.0,17340,411.0,66669,2173.0,22663,483.0,22798,618.0,8827,171.0,13246,521.0,13684,320.0,24492,659.0,11,15,10,53,13,11,15,2,22,7
2021-05-23,29021,694.0,22323,584.0,17353,412.0,66710,2174.0,22692,484.0,22813,618.0,8837,171.0,13254,522.0,13687,320.0,24498,659.0,18,19,13,41,29,15,10,8,3,6
2021-05-24,29035,696.0,22342,584.0,17361,413.0,66764,2175.0,22703,484.0,22833,618.0,8854,172.0,13267,522.0,13711,322.0,24504,659.0,14,19,8,54,11,20,17,13,24,6
2021-05-25,29045,696.0,22353,585.0,17368,413.0,66817,2176.0,22719,484.0,22845,619.0,8860,173.0,13271,522.0,13716,323.0,24513,659.0,10,11,7,53,16,12,6,4,5,9
2021-05-26,29068,696.0,22373,585.0,17384,413.0,66855,2179.0,22729,485.0,22851,620.0,8878,174.0,13272,522.0,13728,324.0,24523,660.0,23,20,16,38,10,6,18,1,12,10
2021-05-27,29091,696.0,22391,587.0,17389,413.0,66923,2182.0,22747,486.0,22867,621.0,8897,174.0,13275,523.0,13742,325.0,24532,660.0,23,18,5,68,18,16,19,3,14,9
2021-05-28,29103,697.0,22424,588.0,17402,413.0,66957,2182.0,22753,488.0,22881,621.0,8919,176.0,13281,523.0,13750,325.0,24544,660.0,12,33,13,34,6,14,22,6,8,12
2021-05-29,29112,697.0,22436,590.0,17406,414.0,66988,2185.0,22755,488.0,22892,623.0,8929,178.0,13282,523.0,13756,326.0,24548,660.0,9,12,4,31,2,11,10,1,6,4
2021-05-30,29119,697.0,22450,590.0,17415,415.0,67027,2187.0,22769,490.0,22905,625.0,8945,179.0,13285,523.0,13762,327.0,24554,660.0,7,14,9,39,14,13,16,3,6,6
2021-05-31,29133,697.0,22468,592.0,17432,416.0,67071,2190.0,22783,492.0,22920,626.0,8972,180.0,13289,523.0,13770,327.0,24567,662.0,14,18,17,44,14,15,27,4,8,13
2021-06-01,29153,699.0,22492,593.0,17441,416.0,67099,2193.0,22791,495.0,22933,626.0,8988,180.0,13292,523.0,13784,327.0,24578,662.0,20,24,9,28,8,13,16,3,14,11
2021-06-02,29162,700.0,22510,593.0,17449,416.0,67136,2194.0,22804,497.0,22938,626.0,9010,180.0,13296,523.0,13801,328.0,24591,662.0,9,18,8,37,13,5,22,4,17,13
2021-06-03,29168,700.0,22517,594.0,17455,416.0,67177,2195.0,22818,499.0,22944,627.0,9038,180.0,13299,524.0,13808,328.0,24596,662.0,6,7,6,41,14,6,28,3,7,5
2021-06-04,29173,700.0,22525,594.0,17459,416.0,67196,2196.0,22819,501.0,22950,627.0,9062,180.0,13299,524.0,13811,328.0,24608,662.0,5,8,4,19,1,6,24,0,3,12
